crop,year,market_price_per_quintal,msp_price_per_quintal
Wheat,2011,5686.48,3571.97
Oilseeds,2013,2831.89,2265.79
Oilseeds,2011,852.92,4211.97
Rice,2015,3043.02,1107.19
Sugarcane,2024,4099.1,4226.12
Sugarcane,2013,3965.18,2131.9
Oilseeds,2021,1902.22,3605.31
Oilseeds,2013,3279.25,2634.27
Cotton,2021,3614.6,1812.48
Pulses,2024,2113.12,2425.33
Sugarcane,2014,2449.06,3977.48
Rice,2024,4032.74,951.84
Pulses,2015,3353.4,3236.98
Oilseeds,2019,2029.08,1715.97
Oilseeds,2019,5218.67,3613.8
Cotton,2010,3858.42,4646.31
Oilseeds,2020,5949.92,3300.28
Cotton,2024,3074.62,2780.1
Oilseeds,2015,3660.06,3640.86
Rice,2019,1336.54,2025.57
Maize,2021,2499.63,900.92
Maize,2015,5541.21,4253.82
Sugarcane,2010,4437.85,4696.98
Pulses,2019,1138.04,4099.9
Cotton,2013,4508.17,5226.86
Sugarcane,2018,3189.27,1319.08
Oilseeds,2014,5101.74,1284.15
Maize,2020,3778.08,3002.82
Wheat,2022,5964.27,3831.42
Maize,2013,2455.72,3382.9
Oilseeds,2015,4578.09,2551.43
Sugarcane,2011,2512.91,2549.43
Cotton,2014,3360.35,2879.36
Oilseeds,2019,5287.72,1041.41
Wheat,2010,3566.8,3736.45
Oilseeds,2020,4063.76,2087.51
Cotton,2022,4841.36,2110.8
Wheat,2023,4722.31,4686.66
Wheat,2022,5086.97,3801.56
Wheat,2019,3820.57,3443.32
Cotton,2011,3642.19,2614.68
Wheat,2021,5416.92,3040.29
Sugarcane,2012,5605.08,4656.04
Pulses,2024,1472.38,2636.39
Maize,2022,3138.91,2275.91
Oilseeds,2015,1089.73,2631.3
Pulses,2015,1501.4,2431.06
Oilseeds,2010,2242.57,3975.27
Rice,2013,2434.57,5372.94
Cotton,2018,3907.95,1048.84
Oilseeds,2018,3563.27,3847.33
Rice,2023,1075.59,3059.29
Sugarcane,2018,836.59,5306.64
Oilseeds,2024,5030.66,2587.58
Cotton,2016,1350.23,1170.56
Sugarcane,2023,1654.0,2881.78
Wheat,2022,5642.28,1637.12
Sugarcane,2010,5210.22,1908.0
Maize,2019,5714.56,4985.83
Maize,2013,5287.9,3264.73
Maize,2012,5316.55,5081.43
Rice,2024,2021.82,2602.17
Cotton,2018,4885.78,4181.41
Wheat,2022,2840.6,4551.46
Cotton,2022,5495.08,1070.06
Oilseeds,2010,3306.48,5128.68
Pulses,2012,4957.46,1077.62
Pulses,2016,5854.36,977.71
Rice,2022,5643.3,4500.05
Cotton,2010,2095.95,2178.93
Sugarcane,2018,3684.64,2992.63
Cotton,2019,2506.65,2138.96
Sugarcane,2017,3339.86,4325.77
Oilseeds,2022,1161.39,2774.57
Cotton,2018,3040.82,3545.14
Rice,2020,3805.45,4286.5
Rice,2019,4222.6,2687.71
Cotton,2017,3581.13,1248.75
Cotton,2019,867.07,4948.35
Wheat,2015,2915.57,2863.39
Wheat,2024,3733.26,3315.36
Rice,2012,5642.85,5379.52
Wheat,2016,5660.95,2196.18
Maize,2017,1478.12,1541.34
Pulses,2015,3839.98,3924.08
Cotton,2011,2848.51,2281.45
Pulses,2012,4895.97,4823.72
Wheat,2015,5683.74,4914.72
Maize,2015,3740.31,1351.4
Oilseeds,2022,4298.28,5425.69
Maize,2019,5885.3,4404.11
Sugarcane,2013,3981.65,1182.0
Pulses,2022,4761.94,5447.05
Oilseeds,2019,3174.43,1114.32
Wheat,2014,4128.71,1563.51
Oilseeds,2014,5288.55,2073.33
Oilseeds,2012,5278.13,3808.01
Cotton,2024,3815.01,5063.95
Cotton,2013,5943.26,1999.67
Maize,2016,3076.38,2613.37
Pulses,2018,2372.18,1487.46
Wheat,2018,3154.12,3512.7
Sugarcane,2012,3412.72,4363.26
Rice,2012,5569.65,3077.04
Wheat,2020,1114.37,2232.36
Oilseeds,2015,3454.2,2317.24
Rice,2023,1575.29,4758.12
Cotton,2021,1446.21,4644.41
Cotton,2021,5443.03,4005.89
Maize,2010,3316.45,3601.48
Cotton,2022,1123.78,1922.36
Rice,2014,3191.22,4819.97
Maize,2013,4272.04,3606.11
Rice,2021,1413.75,4866.29
Pulses,2022,2851.34,1827.74
Oilseeds,2019,5958.39,3789.76
Sugarcane,2022,5111.4,4038.88
Cotton,2010,3150.87,3256.78
Pulses,2017,4463.82,1023.16
Rice,2020,2535.48,2980.43
Cotton,2012,5317.97,3371.91
Cotton,2020,5516.11,3714.72
Cotton,2018,3743.96,2473.04
Wheat,2010,841.22,4821.93
Sugarcane,2018,5030.84,3606.61
Oilseeds,2014,3554.53,5219.25
Cotton,2015,1307.06,3631.63
Rice,2021,1114.7,3758.26
Cotton,2013,3356.03,4707.07
Sugarcane,2023,4311.63,4640.33
Oilseeds,2011,3432.61,3132.9
Rice,2019,2243.32,1097.55
Pulses,2017,4866.46,4493.32
Rice,2010,1205.96,4233.67
Wheat,2017,1782.37,5131.03
Pulses,2012,4744.5,2869.88
Oilseeds,2013,4851.31,3777.85
Rice,2023,3422.44,3590.77
Cotton,2019,1334.22,2905.32
Oilseeds,2013,952.35,3513.87
Wheat,2022,2918.8,2905.24
Maize,2021,2567.55,1721.48
Wheat,2021,4133.68,3320.27
Wheat,2024,3813.65,1624.02
Maize,2012,2788.53,3863.02
Rice,2022,4592.24,4400.49
Rice,2019,2691.53,1622.01
Rice,2012,1631.89,2071.25
Wheat,2022,2016.65,2097.59
Maize,2014,4579.47,2142.01
Wheat,2016,4670.29,4580.85
Pulses,2012,4460.76,2602.33
Maize,2012,913.78,2902.31
Cotton,2015,5219.93,5432.24
Pulses,2024,2914.3,4078.12
Cotton,2017,5354.92,2145.89
Wheat,2017,2735.72,2087.52
Sugarcane,2010,5900.76,976.62
Rice,2021,3689.9,1471.13
Wheat,2015,1813.45,3699.88
Cotton,2023,3665.2,5498.28
Oilseeds,2012,1483.61,4043.23
Maize,2018,1074.99,2642.21
Wheat,2024,1342.45,5263.16
Rice,2010,2307.49,1801.09
Maize,2017,2688.5,3357.08
Cotton,2021,4287.21,4608.68
Pulses,2019,2178.95,4676.5
Oilseeds,2019,5724.55,5169.92
Sugarcane,2023,1558.63,1062.32
Wheat,2016,4044.99,5382.05
Cotton,2013,1785.48,2228.1
Cotton,2017,889.56,1049.03
Wheat,2018,4189.26,5489.26
Cotton,2023,2281.14,4979.86
Pulses,2011,1306.01,1738.69
Rice,2019,4702.96,2024.13
Wheat,2023,3881.56,4237.98
Sugarcane,2017,933.93,5246.49
Wheat,2022,1019.41,4095.76
Rice,2014,936.62,2234.54
Pulses,2011,1292.87,3678.5
Oilseeds,2012,5005.85,1177.12
Pulses,2021,2331.38,2003.28
Wheat,2010,4096.21,5239.13
Maize,2011,884.27,2218.8
Pulses,2019,1777.76,2529.31
Pulses,2013,4925.34,3287.34
Rice,2023,4552.25,2323.88
Cotton,2010,3111.07,1440.67
Pulses,2018,5056.39,2997.27
Pulses,2010,869.53,1024.41
Maize,2019,2583.97,2542.76
Wheat,2023,1394.6,2110.1
Oilseeds,2017,5402.05,3789.69
Rice,2024,5347.86,1669.55
Wheat,2018,968.13,4129.97
Cotton,2011,4732.75,2792.39
Rice,2018,2512.89,3193.78
Pulses,2018,2573.74,2585.53
Sugarcane,2021,4260.87,1560.45
Sugarcane,2019,2872.16,1502.21
Cotton,2014,4399.77,1681.64
Oilseeds,2023,3854.6,3838.23
Sugarcane,2022,5105.58,2215.55
Maize,2014,1374.89,3745.45
Wheat,2010,3748.76,1889.36
Oilseeds,2019,1417.3,4273.18
Pulses,2018,1683.94,2035.03
Pulses,2014,4937.62,4961.65
Wheat,2017,4612.17,3614.28
Cotton,2023,1600.82,2377.21
Maize,2014,3038.02,5241.39
Rice,2011,3794.65,1515.73
Maize,2024,2584.44,5336.27
Maize,2013,2582.23,1142.91
Cotton,2015,2648.66,3578.59
Rice,2022,4320.39,4552.4
Pulses,2015,1555.27,4377.49
Rice,2024,3245.42,4115.37
Pulses,2021,4411.31,1030.66
Oilseeds,2021,4563.72,2358.61
Cotton,2021,1756.58,2324.64
Pulses,2022,1477.86,1216.25
Cotton,2018,5351.7,4402.17
Wheat,2016,2653.73,1976.49
Maize,2024,2413.22,5315.51
Oilseeds,2023,4743.33,3932.57
Rice,2023,3501.89,3804.59
Pulses,2013,3892.32,1333.42
Maize,2023,3582.8,1845.61
Wheat,2015,4404.85,2439.19
Pulses,2012,1287.59,2161.95
Maize,2014,3394.17,2297.51
Rice,2018,2693.15,2223.03
Wheat,2019,2102.16,4152.55
Pulses,2013,1083.26,3936.48
Maize,2018,5198.36,933.94
Cotton,2022,2974.81,1741.38
Wheat,2015,5743.35,4395.83
Maize,2023,2656.48,3439.87
Maize,2012,4846.25,2372.79
Cotton,2019,2648.98,4856.02
Sugarcane,2012,5145.64,3196.09
Sugarcane,2017,4671.9,3443.02
Sugarcane,2010,1006.54,4354.26
Rice,2014,3498.59,3187.3
Wheat,2022,1600.74,1575.05
Sugarcane,2012,4950.94,1659.9
Cotton,2015,5542.36,4687.92
Wheat,2024,2317.8,4528.46
Oilseeds,2018,3495.26,982.01
Cotton,2014,4316.64,3468.43
Rice,2022,5325.03,2775.51
Cotton,2018,3104.86,1403.73
Pulses,2023,5590.52,3174.48
Oilseeds,2010,5180.36,5225.25
Rice,2022,4854.66,3079.72
Cotton,2017,1551.21,3714.75
Oilseeds,2021,3646.62,5111.5
Wheat,2011,4473.45,1885.67
Sugarcane,2012,856.6,2907.2
Pulses,2023,4572.65,2008.31
Wheat,2022,3094.43,5464.72
Pulses,2013,5149.65,999.96
Sugarcane,2013,4119.72,4809.54
Maize,2018,1030.98,2773.08
Oilseeds,2016,2530.32,5406.17
Pulses,2019,962.02,3050.55
Wheat,2014,841.0,3823.89
Pulses,2012,5895.42,3517.63
Sugarcane,2024,2164.28,1391.74
Sugarcane,2020,1623.84,5266.61
Pulses,2021,5337.26,3781.62
Wheat,2021,2406.48,2212.37
Rice,2021,2329.59,2425.11
Sugarcane,2022,5401.83,1047.47
Wheat,2012,3798.12,1906.09
Maize,2013,1887.92,2860.41
Sugarcane,2012,2307.6,2096.69
Pulses,2020,1302.76,1823.71
Pulses,2020,4223.66,3736.47
Pulses,2019,1708.52,3505.76
Rice,2014,3044.21,4997.73
Pulses,2016,4203.02,3288.48
Pulses,2014,3117.85,3440.84
Cotton,2022,3159.97,2067.72
Pulses,2022,5522.08,5039.19
Sugarcane,2014,4989.68,5368.7
Pulses,2010,2737.51,3133.56
Wheat,2019,3924.04,1238.21
Wheat,2023,3003.38,2152.36
Sugarcane,2019,4118.0,949.48
Rice,2021,5521.19,1766.75
Cotton,2016,3744.3,960.47
Pulses,2010,1532.74,3868.54
Wheat,2015,5169.56,4712.02
Oilseeds,2010,4605.69,4892.88
Wheat,2019,1722.31,2098.86
Maize,2024,4052.45,3435.64
Wheat,2014,5538.93,4128.32
Sugarcane,2021,5476.32,4249.29
Wheat,2023,5921.68,1066.06
Maize,2015,4352.77,1943.88
Oilseeds,2012,5869.67,2645.52
Oilseeds,2018,1290.06,2140.19
Pulses,2018,1917.47,4487.5
Sugarcane,2014,3529.6,1598.19
Pulses,2018,2739.81,5128.96
Sugarcane,2011,1116.18,4853.39
Oilseeds,2010,1456.43,3280.84
Wheat,2012,2471.37,4683.39
Cotton,2012,5059.31,2664.19
Rice,2023,5484.62,1663.9
Pulses,2017,5425.87,2344.56
Pulses,2011,2247.15,928.94
Maize,2024,4703.43,5391.04
Maize,2021,2443.25,4460.71
Oilseeds,2016,4033.2,906.44
Oilseeds,2015,5159.86,4703.52
Rice,2015,2007.46,1726.69
Maize,2015,3047.48,5169.72
Sugarcane,2014,3324.46,1819.43
Oilseeds,2021,2755.1,1878.51
Oilseeds,2016,5259.33,5204.85
Cotton,2019,1225.51,3159.54
Oilseeds,2024,5780.14,1342.73
Maize,2024,5563.57,3470.17
Wheat,2021,2703.39,3699.03
Wheat,2010,5141.42,4004.24
Wheat,2015,1320.95,2904.9
Rice,2017,5534.15,4402.24
Rice,2020,4677.08,4188.54
Sugarcane,2023,4168.87,934.94
Oilseeds,2022,3096.39,2722.49
Oilseeds,2011,802.39,2609.44
Pulses,2015,4654.56,5287.28
Wheat,2018,4750.98,1051.02
Pulses,2021,3969.1,2132.7
Cotton,2022,2356.44,1343.43
Oilseeds,2020,1313.23,976.47
Wheat,2013,1009.29,3635.83
Cotton,2014,1469.76,4199.78
Oilseeds,2015,1577.65,2562.06
Maize,2024,2228.28,4815.75
Cotton,2018,4763.36,1122.75
Sugarcane,2020,2420.64,3108.69
Maize,2021,5994.16,4787.02
Wheat,2021,1760.15,4677.78
Oilseeds,2011,5236.25,3301.96
Oilseeds,2015,1983.21,5413.52
Rice,2016,2475.58,1017.29
Cotton,2019,2077.52,4717.68
Maize,2015,3992.31,4977.64
Rice,2018,4705.08,3203.46
Pulses,2015,991.84,4178.87
Wheat,2019,3108.58,3670.38
Oilseeds,2011,4262.84,1813.62
Wheat,2022,1549.26,3420.76
Sugarcane,2018,3992.47,2560.2
Oilseeds,2010,2630.91,4391.81
Wheat,2015,970.52,4805.94
Rice,2014,5838.53,3552.04
Cotton,2024,5021.16,2986.32
Wheat,2017,1119.1,4114.63
Wheat,2019,3224.31,2368.9
Sugarcane,2021,4960.57,3258.91
Maize,2020,5814.93,1406.71
Pulses,2018,3158.37,4204.76
Sugarcane,2024,5505.52,1705.31
Pulses,2012,4241.37,3840.06
Cotton,2017,1411.99,4834.31
Sugarcane,2014,5105.02,1436.61
Rice,2024,4783.72,4874.29
Pulses,2019,2512.7,4322.26
Maize,2011,5563.8,2809.74
Rice,2020,1938.2,3505.92
Maize,2020,4454.86,2531.08
Sugarcane,2019,4669.17,3758.02
Sugarcane,2011,2343.7,2432.96
Oilseeds,2018,2556.13,2529.26
Pulses,2017,5603.44,4808.53
Wheat,2022,3805.98,1180.07
Wheat,2018,1620.88,2848.86
Maize,2017,1855.11,4294.39
Sugarcane,2016,1374.42,1466.49
Sugarcane,2017,1306.24,3949.57
Cotton,2012,3360.14,4411.66
Cotton,2011,4347.82,4074.21
Cotton,2024,5659.67,3737.17
Cotton,2017,1251.3,4595.56
Sugarcane,2012,2664.52,3966.89
Wheat,2012,3202.97,5450.29
Cotton,2012,4225.25,1432.26
Sugarcane,2022,4017.08,4316.26
Maize,2010,2725.72,1481.6
Rice,2016,2608.89,4920.69
Cotton,2010,4534.6,4812.04
Sugarcane,2017,800.61,1097.92
Pulses,2010,3684.67,2165.17
Maize,2010,3922.85,1012.79
Oilseeds,2014,3833.86,3563.36
Maize,2011,1756.88,4625.37
Sugarcane,2024,1576.55,2649.01
Oilseeds,2010,3951.15,3910.75
Cotton,2014,4291.98,3653.15
Oilseeds,2012,4293.0,1836.19
Maize,2017,3972.12,1889.11
Oilseeds,2013,1945.0,4532.28
Maize,2013,2504.5,2293.74
Wheat,2014,1303.35,4106.05
Rice,2022,5383.59,5126.07
Maize,2016,5775.92,3130.09
Oilseeds,2023,1713.06,3104.84
Wheat,2011,1612.4,4694.7
Rice,2013,4271.48,3347.09
Maize,2019,4563.08,1930.94
Maize,2012,4094.13,1002.24
Pulses,2020,5139.31,970.69
Sugarcane,2010,1470.11,951.54
Sugarcane,2010,5385.36,2524.29
Rice,2016,5075.36,4817.19
Oilseeds,2016,3021.49,4290.22
Maize,2024,2613.96,4001.45
Sugarcane,2023,3888.39,5149.03
Pulses,2014,3378.77,3640.64
Maize,2018,5384.6,3666.75
Cotton,2019,1193.19,3310.59
Oilseeds,2011,3643.31,1781.93
Sugarcane,2018,4663.72,5370.77
Pulses,2017,2624.66,5310.04
Oilseeds,2013,3917.39,5341.85
Rice,2022,1861.91,1293.99
Pulses,2024,4842.32,2850.11
Cotton,2013,2202.73,2978.97
Rice,2019,5894.63,2942.8
Pulses,2011,1232.75,1190.69
Wheat,2013,2015.61,2501.81
Cotton,2017,1133.08,2838.42
Wheat,2014,5914.13,4103.79
Cotton,2016,1229.26,2632.57
Sugarcane,2012,2716.11,3187.68
Rice,2018,2391.49,5296.22
Sugarcane,2015,2295.27,5174.04
Wheat,2022,5827.05,2022.11
Maize,2011,5350.86,5273.15
Rice,2020,2493.36,3213.82
Maize,2010,4309.87,3111.53
Wheat,2010,1546.11,3302.57
Sugarcane,2022,3665.64,3591.58
Rice,2018,5296.13,1930.8
Maize,2016,5647.18,4685.19
Wheat,2019,2863.0,1483.44
Rice,2023,2089.8,2923.91
Maize,2023,1979.41,2755.71
Wheat,2014,4115.76,1908.22
Rice,2020,2824.21,1054.77
Sugarcane,2015,2007.59,1137.33
Oilseeds,2013,4003.85,3626.65
Wheat,2010,4078.77,5167.85
Wheat,2010,1169.61,1722.18
Rice,2022,5879.04,1763.35
Pulses,2016,3154.59,2497.36
Pulses,2014,4981.63,1686.07
Oilseeds,2022,2551.1,2934.02
Sugarcane,2016,4417.14,1251.44
Rice,2019,2585.23,4961.78
Pulses,2024,1826.12,980.67
Cotton,2023,3437.77,4371.93
Cotton,2023,1238.0,3784.44
Cotton,2014,3585.86,1870.46
Cotton,2010,1679.03,5216.15
Rice,2015,992.08,3487.79
Maize,2024,4769.23,4814.65
Maize,2014,3948.69,2132.96
Pulses,2021,4355.18,3026.05
Pulses,2020,5920.83,3688.88
Sugarcane,2021,3769.36,4154.58
Rice,2024,2353.51,1751.41
Sugarcane,2019,1223.23,5293.46
Wheat,2017,3251.07,4095.98
Rice,2022,876.73,5266.8
Wheat,2022,1780.55,1799.92
Sugarcane,2023,3794.55,3313.77
Maize,2013,5337.27,3713.03
Pulses,2022,5455.31,1230.24
Rice,2016,4254.53,2570.5
Wheat,2024,3947.27,5406.6
Wheat,2024,3491.2,4101.6
Oilseeds,2016,2836.26,2092.81
Cotton,2023,3848.33,1934.35
Sugarcane,2021,3080.41,1721.67
Sugarcane,2019,5107.67,1162.08
Rice,2015,1922.09,1312.71
Maize,2010,2637.69,3237.51
Maize,2020,2732.26,2327.15
Wheat,2014,4179.68,4227.95
Sugarcane,2017,5299.95,4585.4
Oilseeds,2011,3481.78,2971.09
Oilseeds,2016,5575.29,4170.71
Sugarcane,2021,811.37,1457.21
Rice,2011,5812.57,1807.51
Cotton,2018,5968.25,3222.64
Wheat,2024,1353.05,2631.98
Oilseeds,2014,4035.83,5382.38
Cotton,2013,1286.55,4064.07
Oilseeds,2024,2162.43,4333.48
Sugarcane,2019,1177.92,3173.92
Wheat,2013,5184.57,4733.82
Pulses,2022,4931.3,1751.76
Wheat,2022,2442.74,2627.43
Oilseeds,2016,3833.98,3871.31
Wheat,2013,1468.73,3202.69
Pulses,2011,2224.67,3891.5
Wheat,2020,4398.48,1839.32
Sugarcane,2011,1039.59,955.75
Maize,2022,2480.0,4009.46
Cotton,2022,2130.03,3570.78
Wheat,2023,4033.98,4138.5
Maize,2014,3899.79,3835.57
Wheat,2019,4526.7,3876.59
Pulses,2013,5967.45,4339.51
Cotton,2020,5617.52,1247.95
Wheat,2020,2830.26,3218.56
Cotton,2019,2105.51,4741.02
Sugarcane,2014,4924.5,4721.49
Pulses,2018,4263.85,1973.45
Rice,2021,2098.12,2570.82
Rice,2010,1830.59,5182.56
Pulses,2021,1925.66,4532.85
Wheat,2020,5102.18,1080.65
Rice,2022,4774.97,1892.72
Pulses,2016,1965.33,3618.91
Sugarcane,2018,3878.98,3051.8
Maize,2020,3441.81,1748.97
Wheat,2013,2619.52,2491.26
Sugarcane,2016,2832.03,1291.38
Pulses,2018,4512.76,2757.47
Wheat,2023,2869.41,4045.52
Oilseeds,2014,5178.7,2553.4
Maize,2024,5000.0,1916.2
Sugarcane,2023,1733.68,3278.77
Rice,2023,4561.92,4128.74
Oilseeds,2013,5226.51,5328.65
Sugarcane,2018,4973.29,2542.88
Rice,2018,1070.47,2223.86
Pulses,2016,1029.14,2691.65
Sugarcane,2019,3419.75,5283.2
Oilseeds,2011,5367.97,2566.8
Rice,2023,2237.99,4202.45
Cotton,2010,1533.31,4649.93
Wheat,2018,846.71,2256.92
Oilseeds,2022,5729.41,2253.47
Maize,2017,2329.8,1472.0
Oilseeds,2014,3876.73,2300.31
Pulses,2023,4831.12,2195.14
Rice,2014,3131.31,3155.24
Rice,2023,4608.72,4514.84
Oilseeds,2021,3298.47,2400.94
Cotton,2013,4066.6,5453.27
Rice,2017,4906.53,2786.82
Pulses,2021,5121.92,3103.13
Pulses,2017,3529.76,4761.21
Maize,2020,1677.6,4443.33
Pulses,2021,3305.13,4655.19
Sugarcane,2022,4203.72,5494.36
Pulses,2013,5669.28,4894.82
Oilseeds,2016,5015.64,1427.52
Pulses,2014,4557.29,4812.24
Cotton,2022,2409.3,2588.17
Sugarcane,2019,5489.48,3812.14
Wheat,2022,3353.23,2345.5
Pulses,2018,1331.68,3856.66
Cotton,2018,1493.62,1417.16
Rice,2018,1038.28,5187.36
Oilseeds,2016,2740.45,2214.83
Sugarcane,2013,2855.07,1429.8
Sugarcane,2022,2788.64,4646.21
Wheat,2012,1545.56,4428.65
Maize,2015,3926.48,3719.48
Pulses,2014,4170.27,4077.99
Oilseeds,2020,1751.69,4769.88
Oilseeds,2021,5666.61,2866.03
Pulses,2011,5507.67,3207.83
Pulses,2016,2203.44,1295.65
Sugarcane,2019,4093.42,5451.71
Maize,2014,1571.89,3593.86
Sugarcane,2013,2269.08,1130.49
Wheat,2022,3804.57,998.76
Sugarcane,2020,4771.62,3575.97
Maize,2024,5319.22,3363.68
Cotton,2014,5234.57,3000.97
Rice,2011,5288.08,4620.4
Sugarcane,2018,4207.51,1327.16
Cotton,2017,2881.97,2285.85
Pulses,2021,1934.55,3525.44
Wheat,2012,5125.72,3031.7
Oilseeds,2018,1084.53,2073.47
Wheat,2011,3452.13,4689.24
Maize,2011,2415.81,3801.64
Pulses,2023,1655.72,4397.5
Sugarcane,2014,3004.51,3280.18
Rice,2015,3961.77,4623.44
Maize,2013,1515.08,1707.82
Sugarcane,2022,5273.17,3567.86
Pulses,2016,1293.82,2434.79
Wheat,2024,2990.13,3039.78
Oilseeds,2021,5447.04,4930.94
Maize,2016,2944.19,5391.01
Pulses,2021,4955.94,1852.41
Cotton,2019,5341.94,5419.22
Sugarcane,2010,999.18,4203.56
Sugarcane,2017,5104.96,1402.0
Pulses,2022,2193.52,3494.78
Sugarcane,2017,1144.88,4350.13
Maize,2015,4683.94,3569.61
Maize,2016,5371.37,2452.39
Sugarcane,2021,5933.24,2339.12
Pulses,2019,4943.02,1871.85
Sugarcane,2020,4064.3,3665.15
Wheat,2011,5376.1,1742.15
Rice,2022,4966.33,4291.68
Pulses,2024,2881.73,4133.27
Wheat,2012,5280.21,2693.68
Rice,2016,823.54,4658.71
Pulses,2018,3423.65,4270.47
Wheat,2015,2734.17,2844.9
Maize,2011,3503.22,4289.99
Rice,2024,4212.43,4704.42
Wheat,2022,5415.36,1024.17
Rice,2017,1046.27,4262.2
Pulses,2024,2467.57,2243.79
Rice,2015,3910.96,2024.41
Sugarcane,2024,3919.4,4254.83
Wheat,2016,3805.23,4743.89
Oilseeds,2016,3906.33,1464.06
Sugarcane,2021,5758.1,1933.73
Maize,2024,3613.42,1769.92
Pulses,2024,1191.37,3301.41
Oilseeds,2022,1262.15,3731.25
Wheat,2015,4551.34,2565.27
Sugarcane,2019,5382.89,2875.67
Wheat,2022,4188.92,1263.93
Rice,2011,1563.88,1652.34
Pulses,2018,5960.57,2760.1
Cotton,2010,2306.32,5300.38
Oilseeds,2017,5452.88,3809.47
Rice,2017,1357.61,4284.0
Rice,2016,4594.64,3375.98
Oilseeds,2015,3076.15,2990.85
Maize,2019,4967.37,1679.71
Maize,2020,2124.05,2823.16
Maize,2018,3942.97,1885.12
Sugarcane,2024,1828.41,4132.72
Rice,2021,2792.05,2643.35
Cotton,2023,1244.17,2077.81
Sugarcane,2014,4298.66,980.06
Wheat,2012,4579.9,5492.44
Wheat,2022,4259.03,1363.15
Cotton,2015,5233.03,1773.83
Maize,2013,1229.58,2139.3
Cotton,2020,1912.85,4392.91
Oilseeds,2018,4574.74,5479.71
Sugarcane,2016,1416.8,1108.37
Pulses,2011,3846.41,3917.12
Cotton,2020,2397.08,2768.26
Oilseeds,2020,2307.98,5359.57
Sugarcane,2017,1266.38,5251.71
Maize,2019,2232.57,3474.37
Wheat,2022,5773.03,4179.79
Wheat,2017,5306.46,1633.3
Oilseeds,2012,2825.48,2850.39
Maize,2022,1028.44,5275.39
Maize,2021,3918.74,4792.65
Wheat,2019,4040.14,1236.38
Cotton,2011,2628.21,4132.86
Wheat,2020,5028.46,4678.44
Cotton,2015,4603.5,2765.24
Oilseeds,2013,2491.52,3056.33
Rice,2020,2696.53,1561.36
Maize,2013,1791.36,1338.02
Pulses,2015,2421.09,5236.96
Rice,2024,5397.55,3811.35
Pulses,2021,1055.61,5284.22
Oilseeds,2022,5816.68,2978.66
Sugarcane,2010,2343.39,1482.07
Sugarcane,2022,4814.08,3731.15
Sugarcane,2016,2187.12,2622.89
Pulses,2012,3078.32,2246.38
Oilseeds,2018,2911.14,4923.13
Cotton,2016,3462.69,3653.31
Pulses,2011,4200.67,1860.36
Pulses,2021,1959.93,2652.91
Sugarcane,2015,2408.91,3500.44
Wheat,2011,5459.99,2778.3
Oilseeds,2021,1831.25,4277.28
Cotton,2011,2254.49,2748.52
Maize,2024,4615.36,5454.47
Sugarcane,2019,1900.94,5472.49
Cotton,2024,3650.0,4899.16
Sugarcane,2011,2292.28,4819.38
Oilseeds,2017,2891.98,4798.98
Sugarcane,2024,5091.2,1300.43
Oilseeds,2018,2108.4,5289.03
Pulses,2013,840.27,1353.63
Pulses,2021,4122.73,3514.36
Cotton,2015,5482.99,4011.15
Cotton,2011,3890.33,1991.53
Cotton,2016,3657.28,2269.69
Wheat,2024,1151.33,4128.92
Maize,2021,1512.97,1838.76
Rice,2022,2011.06,4149.68
Pulses,2018,819.16,3022.35
Maize,2015,2912.68,4997.2
Pulses,2018,3612.08,3006.54
Wheat,2022,3397.49,4364.63
Wheat,2024,2305.32,3047.72
Wheat,2018,1602.95,3701.86
Maize,2022,5907.63,1387.21
Wheat,2022,3720.07,1232.08
Oilseeds,2012,1948.71,5239.86
Wheat,2022,4880.4,5402.98
Wheat,2023,3251.87,5367.63
Cotton,2024,1890.16,4319.03
Maize,2010,4613.31,3237.05
Maize,2018,4625.29,1553.86
Sugarcane,2011,5257.08,1044.26
Pulses,2021,979.36,4659.25
Pulses,2020,3323.59,2040.84
Rice,2015,3075.47,2361.04
Oilseeds,2014,5592.83,4087.44
Wheat,2024,2878.06,1978.47
Rice,2023,5530.19,5413.27
Sugarcane,2023,5861.37,1079.79
Wheat,2012,5802.05,979.98
Pulses,2021,5623.35,4782.02
Rice,2024,1981.52,5009.48
Sugarcane,2016,4683.99,5444.52
Cotton,2012,3174.51,922.51
Cotton,2015,5043.27,2246.23
Oilseeds,2020,5652.3,3414.23
Sugarcane,2013,4179.36,4676.24
Cotton,2024,5171.33,5407.16
Oilseeds,2016,2986.5,5306.6
Maize,2011,5009.44,4451.66
Pulses,2021,1703.77,4255.97
Wheat,2021,867.2,5498.32
Sugarcane,2013,3752.63,5371.87
Pulses,2012,4012.35,2365.08
Maize,2022,3087.04,2581.05
Rice,2015,2236.92,5129.16
Wheat,2010,2964.42,1339.93
Wheat,2014,1184.46,1655.96
Rice,2022,2488.01,4706.1
Wheat,2020,4662.82,4946.26
Sugarcane,2015,4801.05,4037.41
Maize,2020,3479.16,4291.45
Rice,2021,1986.64,1723.91
Wheat,2021,2283.65,1026.14
Rice,2020,2675.88,3888.38
Wheat,2011,3292.08,2777.06
Maize,2024,2335.75,1766.79
Maize,2012,2232.07,2780.17
Sugarcane,2016,3303.85,2356.98
Sugarcane,2014,2673.82,5432.52
Pulses,2021,4569.23,3999.98
