state,district,crop,season,year,area_hectares,production_tonnes,yield_tonnes_per_hectare
Madhya Pradesh,District_33,Rice,Rabi,2015,2205.37,12382.5,5.61
Uttar Pradesh,District_2,Rice,Rabi,2024,437.34,1615.98,3.7
Uttar Pradesh,District_42,Wheat,Kharif,2018,4270.59,2491.17,0.58
Uttar Pradesh,District_16,Maize,Rabi,2024,4969.44,1726.73,0.35
Uttar Pradesh,District_25,Cotton,Zaid,2023,2302.38,19503.45,8.47
Punjab,District_15,Maize,Zaid,2012,2583.23,880.85,0.34
Uttar Pradesh,District_24,Sugarcane,Kharif,2017,438.62,5468.15,12.47
Madhya Pradesh,District_15,Sugarcane,Kharif,2023,1945.94,13074.77,6.72
Karnataka,District_31,Maize,Rabi,2014,1890.43,16485.33,8.72
Karnataka,District_14,Wheat,Kharif,2016,4830.67,12203.25,2.53
Tamil Nadu,District_14,Pulses,Rabi,2022,3319.14,19532.38,5.88
Punjab,District_6,Wheat,Rabi,2021,3921.81,6820.39,1.74
Maharashtra,District_14,Pulses,Kharif,2012,685.24,9492.91,13.85
Andhra Pradesh,District_17,Pulses,Kharif,2017,2113.79,16443.9,7.78
Uttar Pradesh,District_18,Wheat,Zaid,2011,998.19,13665.78,13.69
Tamil Nadu,District_20,Pulses,Kharif,2022,4307.94,4359.93,1.01
Andhra Pradesh,District_17,Pulses,Kharif,2017,804.24,10023.49,12.46
Madhya Pradesh,District_16,Pulses,Kharif,2011,2222.41,19521.59,8.78
Karnataka,District_40,Cotton,Zaid,2016,315.57,17274.16,54.74
Tamil Nadu,District_39,Sugarcane,Rabi,2011,3189.76,3916.89,1.23
Madhya Pradesh,District_32,Pulses,Zaid,2016,2435.53,3677.74,1.51
Tamil Nadu,District_44,Sugarcane,Kharif,2010,2514.94,16585.05,6.59
Telangana,District_9,Oilseeds,Kharif,2015,553.01,4058.0,7.34
Madhya Pradesh,District_27,Sugarcane,Kharif,2019,2594.21,9110.51,3.51
Karnataka,District_46,Oilseeds,Rabi,2016,2840.73,3697.1,1.3
Karnataka,District_33,Cotton,Zaid,2013,4816.06,391.79,0.08
Punjab,District_10,Sugarcane,Zaid,2020,214.45,17520.53,81.7
Tamil Nadu,District_17,Maize,Rabi,2020,4617.43,15602.19,3.38
Uttar Pradesh,District_49,Rice,Zaid,2010,2423.84,9464.71,3.9
Karnataka,District_49,Cotton,Rabi,2021,1090.07,3275.62,3.0
Tamil Nadu,District_36,Rice,Rabi,2015,3344.45,16147.71,4.83
Punjab,District_17,Maize,Zaid,2013,2609.41,7251.41,2.78
Uttar Pradesh,District_18,Wheat,Zaid,2024,1172.44,13272.79,11.32
Madhya Pradesh,District_23,Wheat,Rabi,2012,3152.79,6402.22,2.03
Punjab,District_34,Pulses,Zaid,2013,2392.65,8702.51,3.64
Telangana,District_8,Wheat,Rabi,2015,3460.62,10755.89,3.11
Uttar Pradesh,District_13,Cotton,Zaid,2014,3460.93,15264.12,4.41
Tamil Nadu,District_23,Wheat,Zaid,2011,2390.44,16658.16,6.97
Karnataka,District_20,Cotton,Zaid,2024,1984.44,8926.58,4.5
Karnataka,District_22,Cotton,Zaid,2011,363.06,4737.5,13.05
Tamil Nadu,District_47,Rice,Zaid,2012,2494.54,3157.62,1.27
Tamil Nadu,District_23,Wheat,Kharif,2020,1253.42,6880.88,5.49
Tamil Nadu,District_41,Sugarcane,Kharif,2015,313.57,16055.49,51.2
Maharashtra,District_35,Oilseeds,Zaid,2021,1685.38,5552.24,3.29
Uttar Pradesh,District_3,Wheat,Zaid,2023,482.97,1045.65,2.17
Karnataka,District_34,Wheat,Zaid,2010,2919.72,11329.09,3.88
Uttar Pradesh,District_33,Wheat,Rabi,2020,2543.16,768.91,0.3
Punjab,District_46,Pulses,Kharif,2016,3972.52,17710.01,4.46
Karnataka,District_17,Sugarcane,Rabi,2017,1374.79,13593.4,9.89
Maharashtra,District_45,Sugarcane,Kharif,2016,1889.07,5211.22,2.76
Tamil Nadu,District_19,Cotton,Kharif,2020,3460.3,9434.92,2.73
Telangana,District_30,Sugarcane,Zaid,2012,4965.08,14810.41,2.98
Tamil Nadu,District_23,Cotton,Zaid,2015,4525.64,18322.11,4.05
Madhya Pradesh,District_15,Oilseeds,Rabi,2024,2628.08,17501.63,6.66
Tamil Nadu,District_14,Rice,Rabi,2023,3405.84,1483.68,0.44
Maharashtra,District_2,Cotton,Zaid,2013,2683.02,1714.71,0.64
Uttar Pradesh,District_39,Wheat,Zaid,2014,2202.29,11994.7,5.45
Karnataka,District_49,Maize,Kharif,2012,3031.37,9980.27,3.29
Tamil Nadu,District_18,Maize,Kharif,2014,1963.17,5929.45,3.02
Karnataka,District_6,Pulses,Zaid,2015,1436.93,19525.84,13.59
Andhra Pradesh,District_32,Wheat,Kharif,2017,3543.09,14950.71,4.22
Punjab,District_21,Cotton,Rabi,2021,4366.27,13777.62,3.16
Uttar Pradesh,District_40,Wheat,Kharif,2015,1475.72,3708.46,2.51
Karnataka,District_28,Pulses,Zaid,2018,3549.11,5750.22,1.62
Telangana,District_27,Sugarcane,Kharif,2024,2198.39,12139.87,5.52
Punjab,District_2,Cotton,Zaid,2019,1545.32,15932.37,10.31
Madhya Pradesh,District_33,Oilseeds,Kharif,2019,3124.5,18628.1,5.96
Madhya Pradesh,District_16,Wheat,Rabi,2023,4700.1,13984.76,2.98
Telangana,District_39,Sugarcane,Rabi,2019,1790.87,8430.88,4.71
Tamil Nadu,District_22,Pulses,Zaid,2019,3809.42,13852.45,3.64
Punjab,District_43,Sugarcane,Zaid,2013,1607.76,1476.59,0.92
Karnataka,District_47,Cotton,Zaid,2011,4029.15,12041.65,2.99
Punjab,District_13,Pulses,Kharif,2021,3811.92,17903.03,4.7
Tamil Nadu,District_2,Pulses,Kharif,2018,3839.88,12775.24,3.33
Maharashtra,District_14,Pulses,Kharif,2020,4988.65,250.05,0.05
Uttar Pradesh,District_38,Rice,Rabi,2012,745.56,13920.93,18.67
Telangana,District_41,Pulses,Zaid,2020,1974.75,14556.24,7.37
Tamil Nadu,District_28,Rice,Kharif,2016,3172.52,10870.46,3.43
Maharashtra,District_7,Sugarcane,Rabi,2013,2972.85,16340.16,5.5
Punjab,District_18,Oilseeds,Zaid,2021,3914.13,4125.6,1.05
Punjab,District_41,Rice,Rabi,2021,282.2,8238.68,29.19
Tamil Nadu,District_36,Sugarcane,Zaid,2010,3540.0,16170.96,4.57
Karnataka,District_41,Rice,Kharif,2017,3701.73,12113.43,3.27
Punjab,District_36,Sugarcane,Rabi,2022,352.45,19887.87,56.43
Karnataka,District_44,Sugarcane,Rabi,2021,2716.48,1478.36,0.54
Karnataka,District_4,Oilseeds,Rabi,2013,1262.71,4961.79,3.93
Uttar Pradesh,District_30,Pulses,Zaid,2020,4018.05,4062.59,1.01
Karnataka,District_24,Oilseeds,Zaid,2015,295.59,19530.21,66.07
Andhra Pradesh,District_20,Oilseeds,Rabi,2016,773.51,17398.33,22.49
Uttar Pradesh,District_46,Pulses,Zaid,2017,567.05,2749.16,4.85
Maharashtra,District_31,Sugarcane,Rabi,2019,372.83,7140.7,19.15
Maharashtra,District_24,Pulses,Kharif,2011,3020.36,1146.68,0.38
Punjab,District_7,Sugarcane,Rabi,2018,4349.31,12688.09,2.92
Punjab,District_26,Pulses,Rabi,2019,2579.32,6690.77,2.59
Karnataka,District_13,Maize,Zaid,2022,1092.38,5225.53,4.78
Uttar Pradesh,District_8,Rice,Zaid,2012,1751.79,10510.03,6.0
Uttar Pradesh,District_5,Oilseeds,Zaid,2010,1833.81,15931.48,8.69
Andhra Pradesh,District_44,Sugarcane,Kharif,2011,2285.6,8137.96,3.56
Karnataka,District_13,Wheat,Kharif,2017,2131.66,15173.23,7.12
Andhra Pradesh,District_29,Pulses,Kharif,2019,3372.2,8978.03,2.66
Madhya Pradesh,District_20,Pulses,Zaid,2015,1732.57,4368.99,2.52
Karnataka,District_14,Cotton,Rabi,2020,3331.68,8979.5,2.7
Telangana,District_32,Wheat,Rabi,2010,2756.53,10807.28,3.92
Telangana,District_50,Wheat,Rabi,2020,290.12,9285.43,32.01
Tamil Nadu,District_27,Oilseeds,Zaid,2018,4602.38,5559.05,1.21
Karnataka,District_25,Maize,Zaid,2024,930.89,3783.53,4.06
Uttar Pradesh,District_4,Rice,Kharif,2016,2285.07,18944.35,8.29
Punjab,District_21,Maize,Zaid,2019,4740.61,6019.98,1.27
Maharashtra,District_18,Rice,Rabi,2020,1274.3,14136.86,11.09
Tamil Nadu,District_39,Sugarcane,Kharif,2012,159.71,6879.82,43.08
Punjab,District_15,Oilseeds,Kharif,2022,2475.75,19395.9,7.83
Telangana,District_38,Maize,Zaid,2016,1158.46,19766.75,17.06
Karnataka,District_48,Cotton,Kharif,2015,2931.04,16519.42,5.64
Tamil Nadu,District_24,Rice,Kharif,2012,4094.69,11671.32,2.85
Karnataka,District_8,Maize,Zaid,2017,2580.54,10887.14,4.22
Telangana,District_28,Oilseeds,Kharif,2010,3242.9,6646.33,2.05
Tamil Nadu,District_21,Cotton,Rabi,2014,3347.45,2528.37,0.76
Telangana,District_16,Oilseeds,Zaid,2017,4111.65,1673.32,0.41
Andhra Pradesh,District_16,Wheat,Rabi,2012,3455.24,9362.41,2.71
Telangana,District_35,Pulses,Rabi,2020,4882.05,19577.9,4.01
Uttar Pradesh,District_17,Sugarcane,Rabi,2022,2308.25,5012.87,2.17
Uttar Pradesh,District_9,Oilseeds,Rabi,2019,298.78,8277.95,27.71
Karnataka,District_35,Sugarcane,Kharif,2020,2000.43,12864.25,6.43
Maharashtra,District_29,Oilseeds,Kharif,2021,4207.4,7086.17,1.68
Telangana,District_39,Wheat,Zaid,2015,708.68,172.23,0.24
Punjab,District_18,Oilseeds,Zaid,2019,3692.9,7984.72,2.16
Uttar Pradesh,District_12,Oilseeds,Rabi,2020,2701.52,16112.36,5.96
Madhya Pradesh,District_19,Maize,Rabi,2011,4508.3,18884.8,4.19
Maharashtra,District_48,Pulses,Zaid,2018,3669.39,5574.31,1.52
Andhra Pradesh,District_22,Wheat,Zaid,2011,3319.59,18440.75,5.56
Tamil Nadu,District_49,Cotton,Zaid,2014,4440.05,17356.26,3.91
Tamil Nadu,District_15,Pulses,Zaid,2012,4545.69,8193.8,1.8
Uttar Pradesh,District_1,Rice,Rabi,2019,1955.34,193.09,0.1
Maharashtra,District_2,Maize,Zaid,2021,4642.84,16913.03,3.64
Uttar Pradesh,District_8,Pulses,Kharif,2018,320.76,5806.77,18.1
Tamil Nadu,District_22,Rice,Rabi,2018,3824.7,15142.14,3.96
Madhya Pradesh,District_25,Wheat,Kharif,2016,1715.83,11473.14,6.69
Telangana,District_2,Oilseeds,Zaid,2019,2462.61,4511.12,1.83
Maharashtra,District_9,Sugarcane,Kharif,2014,4186.96,12999.41,3.1
Karnataka,District_9,Pulses,Zaid,2018,3203.34,15320.32,4.78
Telangana,District_13,Pulses,Kharif,2016,2314.58,9541.46,4.12
Telangana,District_6,Rice,Rabi,2011,861.47,14983.41,17.39
Telangana,District_30,Rice,Kharif,2019,4699.36,8158.94,1.74
Karnataka,District_15,Sugarcane,Rabi,2010,1695.76,19607.01,11.56
Madhya Pradesh,District_15,Rice,Kharif,2019,550.75,4872.19,8.85
Andhra Pradesh,District_50,Rice,Kharif,2019,2842.53,15579.31,5.48
Madhya Pradesh,District_7,Pulses,Rabi,2023,2061.08,15017.08,7.29
Madhya Pradesh,District_11,Sugarcane,Rabi,2013,2973.03,10635.91,3.58
Madhya Pradesh,District_40,Sugarcane,Zaid,2019,1205.97,7071.73,5.86
Punjab,District_38,Oilseeds,Rabi,2017,1924.71,8970.62,4.66
Uttar Pradesh,District_40,Pulses,Rabi,2015,4863.92,12626.8,2.6
Tamil Nadu,District_2,Oilseeds,Zaid,2023,4685.85,10653.96,2.27
Uttar Pradesh,District_48,Wheat,Rabi,2011,4328.69,15254.65,3.52
Maharashtra,District_39,Wheat,Rabi,2014,3906.65,7277.57,1.86
Madhya Pradesh,District_10,Pulses,Kharif,2018,824.97,2234.18,2.71
Andhra Pradesh,District_44,Rice,Zaid,2015,2361.31,10161.35,4.3
Maharashtra,District_17,Maize,Zaid,2015,3653.12,5254.33,1.44
Uttar Pradesh,District_7,Wheat,Kharif,2016,1345.75,12371.1,9.19
Tamil Nadu,District_40,Wheat,Zaid,2022,213.72,10454.43,48.92
Karnataka,District_39,Pulses,Kharif,2020,2119.59,15597.1,7.36
Uttar Pradesh,District_4,Oilseeds,Rabi,2014,2154.45,11547.02,5.36
Telangana,District_35,Pulses,Zaid,2024,372.25,8672.11,23.3
Uttar Pradesh,District_47,Maize,Rabi,2012,1637.05,2485.13,1.52
Telangana,District_36,Maize,Zaid,2012,4590.64,2490.81,0.54
Karnataka,District_31,Sugarcane,Rabi,2014,1288.97,12842.99,9.96
Uttar Pradesh,District_25,Pulses,Zaid,2013,2867.34,17626.99,6.15
Andhra Pradesh,District_41,Wheat,Zaid,2014,2465.02,8354.27,3.39
Andhra Pradesh,District_13,Oilseeds,Rabi,2023,4317.52,10662.71,2.47
Maharashtra,District_18,Oilseeds,Kharif,2018,3285.07,11865.13,3.61
Karnataka,District_21,Cotton,Zaid,2014,834.23,9598.22,11.51
Madhya Pradesh,District_48,Cotton,Kharif,2013,757.2,1285.32,1.7
Andhra Pradesh,District_1,Rice,Kharif,2022,2809.56,11823.87,4.21
Uttar Pradesh,District_36,Wheat,Kharif,2013,280.01,2828.34,10.1
Karnataka,District_50,Cotton,Kharif,2010,1997.98,11160.5,5.59
Tamil Nadu,District_8,Oilseeds,Kharif,2019,2025.1,15530.01,7.67
Telangana,District_48,Wheat,Kharif,2013,1021.85,208.42,0.2
Uttar Pradesh,District_21,Pulses,Zaid,2021,1540.01,8666.48,5.63
Telangana,District_43,Wheat,Kharif,2023,1683.24,14939.24,8.88
Telangana,District_21,Cotton,Zaid,2013,108.21,10617.87,98.12
Madhya Pradesh,District_27,Oilseeds,Zaid,2018,4039.16,4782.61,1.18
Karnataka,District_19,Wheat,Zaid,2020,4789.36,13981.59,2.92
Karnataka,District_23,Maize,Rabi,2013,1481.87,15691.1,10.59
Maharashtra,District_50,Rice,Kharif,2016,604.33,7314.25,12.1
Telangana,District_43,Sugarcane,Rabi,2010,4770.08,6018.27,1.26
Maharashtra,District_35,Oilseeds,Kharif,2023,3715.73,10948.25,2.95
Madhya Pradesh,District_40,Cotton,Rabi,2016,4461.16,7371.92,1.65
Telangana,District_42,Pulses,Zaid,2023,1836.34,16735.14,9.11
Maharashtra,District_48,Sugarcane,Rabi,2011,2446.11,15603.1,6.38
Maharashtra,District_5,Rice,Zaid,2021,4654.69,6306.57,1.35
Tamil Nadu,District_41,Oilseeds,Rabi,2020,2324.78,9193.87,3.95
Maharashtra,District_8,Oilseeds,Kharif,2017,3376.87,17800.81,5.27
Karnataka,District_11,Maize,Kharif,2010,3538.75,3032.79,0.86
Maharashtra,District_16,Maize,Rabi,2019,4193.71,15109.22,3.6
Telangana,District_39,Maize,Rabi,2012,4877.14,6404.4,1.31
Maharashtra,District_47,Maize,Kharif,2017,1707.75,2477.59,1.45
Andhra Pradesh,District_24,Cotton,Rabi,2019,1274.88,2427.88,1.9
Punjab,District_21,Oilseeds,Rabi,2017,434.64,5598.12,12.88
Telangana,District_23,Cotton,Kharif,2020,4289.86,11006.78,2.57
Andhra Pradesh,District_49,Wheat,Zaid,2022,1498.77,18167.01,12.12
Madhya Pradesh,District_38,Pulses,Kharif,2014,295.58,6129.6,20.74
Telangana,District_47,Wheat,Kharif,2014,4333.09,4064.63,0.94
Karnataka,District_8,Pulses,Rabi,2017,2574.05,9625.23,3.74
Punjab,District_7,Rice,Kharif,2019,4199.65,3216.91,0.77
Punjab,District_2,Wheat,Kharif,2014,2794.69,5506.65,1.97
Karnataka,District_30,Rice,Rabi,2018,1602.96,19733.96,12.31
Punjab,District_13,Rice,Rabi,2010,692.42,11205.21,16.18
Karnataka,District_23,Rice,Zaid,2014,2213.95,15699.8,7.09
Andhra Pradesh,District_29,Maize,Kharif,2012,181.42,4315.02,23.78
Madhya Pradesh,District_38,Sugarcane,Zaid,2012,3032.17,10449.36,3.45
Tamil Nadu,District_37,Sugarcane,Zaid,2011,2166.94,10259.53,4.73
Telangana,District_20,Cotton,Zaid,2012,750.54,16272.09,21.68
Karnataka,District_33,Rice,Zaid,2016,2674.66,529.27,0.2
Telangana,District_29,Maize,Kharif,2024,4014.51,17223.55,4.29
Madhya Pradesh,District_50,Wheat,Kharif,2017,4875.26,1683.94,0.35
Andhra Pradesh,District_15,Wheat,Kharif,2024,2660.42,18340.27,6.89
Tamil Nadu,District_23,Cotton,Zaid,2021,691.28,2942.51,4.26
Madhya Pradesh,District_42,Cotton,Rabi,2017,4063.0,10691.54,2.63
Andhra Pradesh,District_3,Rice,Kharif,2020,3494.15,2077.88,0.59
Punjab,District_37,Rice,Zaid,2017,4772.16,8999.11,1.89
Telangana,District_29,Wheat,Zaid,2010,2699.3,6055.65,2.24
Uttar Pradesh,District_45,Wheat,Zaid,2023,1817.66,8459.89,4.65
Tamil Nadu,District_8,Wheat,Zaid,2020,4816.06,10946.17,2.27
Punjab,District_22,Wheat,Zaid,2016,2715.3,9242.83,3.4
Madhya Pradesh,District_29,Sugarcane,Zaid,2011,128.73,560.94,4.36
Tamil Nadu,District_2,Rice,Kharif,2020,2394.66,17282.72,7.22
Punjab,District_41,Rice,Rabi,2024,61.77,1989.59,32.21
Andhra Pradesh,District_49,Wheat,Kharif,2019,3701.65,19614.49,5.3
Karnataka,District_50,Maize,Kharif,2013,2851.43,17041.24,5.98
Telangana,District_45,Wheat,Zaid,2014,593.52,11271.37,18.99
Maharashtra,District_1,Pulses,Kharif,2021,4074.41,4979.35,1.22
Maharashtra,District_44,Oilseeds,Rabi,2010,2705.36,1816.3,0.67
Andhra Pradesh,District_20,Oilseeds,Rabi,2023,614.6,13469.52,21.92
Madhya Pradesh,District_21,Cotton,Zaid,2013,842.05,4110.04,4.88
Telangana,District_37,Pulses,Rabi,2013,4119.41,14691.08,3.57
Madhya Pradesh,District_8,Maize,Zaid,2018,1809.66,16666.91,9.21
Telangana,District_27,Cotton,Rabi,2018,4114.43,19780.41,4.81
Andhra Pradesh,District_47,Oilseeds,Rabi,2022,394.04,10133.89,25.72
Telangana,District_35,Maize,Kharif,2022,1257.1,19495.97,15.51
Karnataka,District_6,Cotton,Rabi,2020,3834.68,3071.46,0.8
Madhya Pradesh,District_45,Wheat,Zaid,2019,3226.43,16741.32,5.19
Andhra Pradesh,District_44,Wheat,Rabi,2010,1568.78,7260.06,4.63
Karnataka,District_19,Maize,Rabi,2017,4683.33,7359.76,1.57
Telangana,District_18,Cotton,Kharif,2013,1094.78,5446.09,4.97
Andhra Pradesh,District_1,Sugarcane,Zaid,2013,4256.41,3550.87,0.83
Telangana,District_25,Maize,Zaid,2014,3493.93,8900.1,2.55
Madhya Pradesh,District_27,Maize,Zaid,2011,649.53,19747.01,30.4
Andhra Pradesh,District_7,Pulses,Kharif,2024,2797.82,6665.15,2.38
Telangana,District_44,Rice,Rabi,2010,4653.04,9275.53,1.99
Madhya Pradesh,District_42,Maize,Zaid,2014,3113.54,4647.24,1.49
Karnataka,District_29,Sugarcane,Rabi,2016,2667.6,6808.69,2.55
Uttar Pradesh,District_31,Wheat,Rabi,2019,1863.3,1197.31,0.64
Karnataka,District_44,Cotton,Rabi,2018,3954.5,19125.09,4.84
Telangana,District_43,Rice,Kharif,2021,4569.64,10245.06,2.24
Andhra Pradesh,District_36,Cotton,Rabi,2021,3778.92,14685.73,3.89
Maharashtra,District_19,Wheat,Kharif,2022,3639.98,10314.46,2.83
Karnataka,District_6,Maize,Kharif,2011,1002.83,15426.92,15.38
Karnataka,District_25,Pulses,Kharif,2021,4178.23,10728.4,2.57
Madhya Pradesh,District_31,Sugarcane,Zaid,2017,251.44,14060.74,55.92
Punjab,District_9,Rice,Kharif,2016,3798.94,13727.54,3.61
Maharashtra,District_20,Sugarcane,Zaid,2011,1093.81,10717.9,9.8
Telangana,District_10,Oilseeds,Kharif,2014,2461.94,4688.68,1.9
Uttar Pradesh,District_37,Sugarcane,Kharif,2016,3491.41,4315.77,1.24
Andhra Pradesh,District_27,Sugarcane,Kharif,2024,3807.44,17498.67,4.6
Punjab,District_13,Sugarcane,Kharif,2012,4446.02,2501.66,0.56
Telangana,District_41,Wheat,Rabi,2011,1448.83,11228.91,7.75
Tamil Nadu,District_2,Sugarcane,Rabi,2015,1160.39,10100.45,8.7
Uttar Pradesh,District_50,Pulses,Kharif,2019,4981.42,15988.16,3.21
Karnataka,District_21,Sugarcane,Rabi,2022,1077.41,2794.31,2.59
Tamil Nadu,District_33,Wheat,Zaid,2015,3344.13,13777.23,4.12
Karnataka,District_24,Cotton,Rabi,2020,4766.09,12156.44,2.55
Karnataka,District_44,Wheat,Rabi,2013,4487.95,14053.81,3.13
Tamil Nadu,District_42,Oilseeds,Rabi,2010,2244.15,12462.39,5.55
Uttar Pradesh,District_34,Oilseeds,Kharif,2014,3206.03,11294.69,3.52
Madhya Pradesh,District_9,Pulses,Zaid,2010,2669.03,18532.74,6.94
Tamil Nadu,District_2,Pulses,Kharif,2020,1765.95,7038.29,3.99
Telangana,District_30,Maize,Zaid,2023,764.89,3775.28,4.94
Punjab,District_22,Wheat,Kharif,2020,4026.8,15928.58,3.96
Punjab,District_46,Cotton,Rabi,2017,497.69,2680.86,5.39
Tamil Nadu,District_11,Maize,Zaid,2011,3067.66,13626.48,4.44
Telangana,District_43,Maize,Rabi,2018,2992.13,11036.25,3.69
Madhya Pradesh,District_17,Rice,Zaid,2018,1707.38,125.54,0.07
Punjab,District_36,Sugarcane,Zaid,2012,720.27,4873.26,6.77
Telangana,District_13,Maize,Kharif,2015,4008.2,9968.49,2.49
Madhya Pradesh,District_7,Maize,Kharif,2018,2336.53,6661.33,2.85
Telangana,District_16,Pulses,Rabi,2016,3640.1,8595.15,2.36
Karnataka,District_33,Cotton,Rabi,2013,131.6,12065.27,91.68
Punjab,District_45,Maize,Zaid,2012,418.79,14643.43,34.97
Madhya Pradesh,District_1,Oilseeds,Zaid,2011,920.45,3109.03,3.38
Punjab,District_11,Cotton,Kharif,2019,613.5,5729.96,9.34
Karnataka,District_6,Sugarcane,Kharif,2019,998.95,12766.16,12.78
Tamil Nadu,District_20,Oilseeds,Kharif,2010,3448.12,11809.97,3.43
Karnataka,District_35,Pulses,Kharif,2020,282.64,14763.28,52.23
Punjab,District_44,Oilseeds,Kharif,2019,237.43,12846.15,54.1
Punjab,District_37,Rice,Zaid,2020,206.68,6670.0,32.27
Uttar Pradesh,District_41,Rice,Zaid,2010,3503.36,10034.79,2.86
Madhya Pradesh,District_26,Sugarcane,Rabi,2021,2703.87,17706.36,6.55
Tamil Nadu,District_12,Sugarcane,Zaid,2013,1882.7,3803.19,2.02
Karnataka,District_30,Oilseeds,Kharif,2013,3394.26,7597.22,2.24
Madhya Pradesh,District_28,Pulses,Zaid,2018,2790.34,16850.4,6.04
Andhra Pradesh,District_27,Pulses,Zaid,2019,86.31,7347.46,85.13
Madhya Pradesh,District_42,Wheat,Zaid,2010,4200.82,8303.28,1.98
Andhra Pradesh,District_19,Maize,Rabi,2020,1783.41,6452.53,3.62
Tamil Nadu,District_5,Maize,Rabi,2013,2027.83,18000.56,8.88
Karnataka,District_5,Maize,Zaid,2012,3922.34,13300.49,3.39
Karnataka,District_41,Cotton,Zaid,2018,976.1,4254.7,4.36
Telangana,District_27,Wheat,Kharif,2022,99.86,15017.72,150.39
Punjab,District_28,Oilseeds,Rabi,2014,4548.75,866.46,0.19
Maharashtra,District_26,Maize,Kharif,2024,2552.12,7988.53,3.13
Uttar Pradesh,District_27,Cotton,Kharif,2018,1780.16,18204.42,10.23
Madhya Pradesh,District_49,Cotton,Zaid,2019,4104.28,13826.73,3.37
Tamil Nadu,District_42,Rice,Zaid,2015,180.16,15882.61,88.16
Maharashtra,District_21,Cotton,Zaid,2020,1051.34,18633.17,17.72
Madhya Pradesh,District_1,Sugarcane,Kharif,2018,818.68,15513.58,18.95
Maharashtra,District_28,Pulses,Kharif,2010,3702.26,1862.82,0.5
Tamil Nadu,District_48,Cotton,Kharif,2022,1594.83,4689.78,2.94
Karnataka,District_15,Sugarcane,Zaid,2013,3875.89,10049.89,2.59
Tamil Nadu,District_17,Sugarcane,Zaid,2013,255.31,375.77,1.47
Madhya Pradesh,District_26,Rice,Zaid,2023,3060.17,12529.49,4.09
Maharashtra,District_20,Oilseeds,Kharif,2019,1625.19,13179.17,8.11
Punjab,District_25,Rice,Kharif,2019,975.25,13959.32,14.31
Uttar Pradesh,District_13,Cotton,Rabi,2015,4092.99,11158.92,2.73
Uttar Pradesh,District_33,Rice,Zaid,2019,2090.64,9102.35,4.35
Punjab,District_25,Rice,Kharif,2024,2879.57,17125.41,5.95
Punjab,District_8,Oilseeds,Rabi,2024,213.77,15369.92,71.9
Karnataka,District_5,Pulses,Kharif,2022,3968.54,12285.93,3.1
Madhya Pradesh,District_6,Maize,Kharif,2010,1470.07,1015.67,0.69
Andhra Pradesh,District_23,Cotton,Zaid,2019,3482.36,13909.19,3.99
Tamil Nadu,District_30,Oilseeds,Rabi,2014,3814.35,11207.4,2.94
Uttar Pradesh,District_14,Cotton,Kharif,2024,629.73,13900.44,22.07
Punjab,District_23,Cotton,Rabi,2012,1514.71,6297.05,4.16
Tamil Nadu,District_11,Rice,Rabi,2010,3631.03,15562.01,4.29
Uttar Pradesh,District_31,Pulses,Zaid,2015,1199.28,8416.95,7.02
Punjab,District_6,Rice,Rabi,2012,4248.46,17899.92,4.21
Madhya Pradesh,District_11,Sugarcane,Zaid,2013,1594.27,2169.81,1.36
Uttar Pradesh,District_13,Wheat,Zaid,2021,2041.53,9742.53,4.77
Karnataka,District_12,Wheat,Zaid,2018,543.73,4194.18,7.71
Andhra Pradesh,District_2,Oilseeds,Rabi,2011,780.99,9124.05,11.68
Andhra Pradesh,District_35,Wheat,Kharif,2010,1413.34,7139.91,5.05
Punjab,District_36,Oilseeds,Zaid,2019,292.1,16088.34,55.08
Uttar Pradesh,District_17,Maize,Kharif,2015,1005.51,3426.67,3.41
Karnataka,District_28,Rice,Rabi,2021,2074.27,12014.48,5.79
Telangana,District_28,Sugarcane,Kharif,2024,1930.81,8189.04,4.24
Tamil Nadu,District_22,Sugarcane,Kharif,2024,1033.54,10409.7,10.07
Tamil Nadu,District_38,Wheat,Zaid,2010,448.23,14316.63,31.94
Maharashtra,District_7,Pulses,Zaid,2010,1624.83,7206.31,4.44
Karnataka,District_15,Maize,Zaid,2023,3739.47,7404.35,1.98
Uttar Pradesh,District_32,Oilseeds,Rabi,2016,2574.99,1628.37,0.63
Madhya Pradesh,District_11,Maize,Kharif,2011,4736.68,11083.77,2.34
Madhya Pradesh,District_24,Wheat,Rabi,2013,742.44,8396.39,11.31
Maharashtra,District_3,Oilseeds,Rabi,2013,1076.22,16264.56,15.11
Punjab,District_30,Oilseeds,Rabi,2011,1437.48,8841.36,6.15
Uttar Pradesh,District_6,Wheat,Rabi,2015,114.36,19418.86,169.8
Maharashtra,District_2,Rice,Zaid,2019,4719.73,3518.53,0.75
Andhra Pradesh,District_14,Pulses,Kharif,2023,2254.55,5414.52,2.4
Tamil Nadu,District_41,Maize,Zaid,2011,2434.16,7899.08,3.25
Uttar Pradesh,District_18,Sugarcane,Zaid,2021,831.39,3491.37,4.2
Maharashtra,District_44,Wheat,Rabi,2017,4369.85,19449.11,4.45
Andhra Pradesh,District_31,Rice,Zaid,2013,3478.53,12855.11,3.7
Karnataka,District_13,Sugarcane,Kharif,2010,2185.24,322.86,0.15
Maharashtra,District_26,Maize,Rabi,2016,4395.96,11612.35,2.64
