state,district,soil_type,ph_level,nitrogen,phosphorus,potassium
Andhra Pradesh,District_27,Laterite,6.59,244.47,70.06,265.57
Uttar Pradesh,District_13,Black,6.54,130.08,204.64,224.71
Maharashtra,District_42,Alluvial,6.56,351.56,125.93,374.25
Maharashtra,District_12,Alluvial,6.28,226.88,243.76,280.53
Tamil Nadu,District_10,Laterite,8.26,154.26,205.94,181.96
Punjab,District_1,Red,6.13,335.78,286.39,170.09
Punjab,District_21,Alluvial,7.65,138.85,82.87,82.68
Andhra Pradesh,District_7,Alluvial,7.57,279.89,182.08,193.57
Uttar Pradesh,District_10,Laterite,7.75,485.61,285.54,378.14
Karnataka,District_17,Alluvial,7.47,317.09,171.09,211.66
Madhya Pradesh,District_37,Laterite,5.68,287.7,129.68,298.41
Tamil Nadu,District_48,Alluvial,6.16,113.23,260.44,219.79
Madhya Pradesh,District_1,Laterite,8.37,354.8,65.58,209.78
Karnataka,District_42,Laterite,6.12,232.91,215.38,119.16
Punjab,District_13,Alluvial,6.5,385.1,115.57,54.2
Andhra Pradesh,District_23,Black,8.36,483.62,87.7,144.65
Tamil Nadu,District_49,Black,8.28,225.58,284.57,325.0
Punjab,District_28,Alluvial,6.32,397.19,235.72,87.14
Punjab,District_42,Red,7.14,377.39,269.01,398.03
Uttar Pradesh,District_19,Alluvial,6.08,393.78,183.02,299.39
Tamil Nadu,District_32,Red,7.18,417.06,112.74,92.89
Karnataka,District_10,Alluvial,6.11,168.87,193.99,237.98
Madhya Pradesh,District_18,Black,7.39,357.13,292.26,380.41
Maharashtra,District_8,Black,5.83,326.62,94.55,91.1
Madhya Pradesh,District_16,Laterite,6.59,191.69,274.2,51.46
Maharashtra,District_35,Red,7.83,223.49,160.32,99.73
Karnataka,District_44,Red,6.99,189.48,158.29,172.34
Telangana,District_38,Laterite,8.36,317.06,168.88,146.54
Telangana,District_49,Red,6.66,129.96,262.57,121.76
Tamil Nadu,District_17,Alluvial,8.2,146.19,193.93,398.5
Karnataka,District_48,Alluvial,7.85,408.43,237.0,275.64
Maharashtra,District_48,Red,7.77,210.07,198.38,113.24
Andhra Pradesh,District_23,Red,6.92,490.57,76.62,76.32
Telangana,District_26,Red,7.0,441.41,217.37,175.71
Andhra Pradesh,District_40,Black,6.41,454.4,117.84,212.56
Maharashtra,District_48,Laterite,8.23,149.82,70.9,292.14
Karnataka,District_23,Laterite,6.17,309.19,92.5,273.24
Telangana,District_50,Alluvial,6.71,100.94,207.51,185.89
Tamil Nadu,District_23,Red,7.2,272.85,247.16,284.93
Andhra Pradesh,District_45,Black,6.29,442.52,132.03,191.7
Punjab,District_7,Laterite,6.3,161.62,158.59,211.89
Uttar Pradesh,District_12,Red,6.61,214.33,152.28,101.89
Punjab,District_22,Black,7.89,329.23,169.07,85.64
Punjab,District_17,Red,5.86,274.44,168.49,210.05
Telangana,District_13,Laterite,7.39,220.25,50.89,351.23
Maharashtra,District_38,Black,8.41,210.19,261.83,293.22
Telangana,District_48,Black,7.47,246.63,144.47,341.93
Uttar Pradesh,District_14,Black,6.85,381.36,225.28,154.93
Telangana,District_7,Alluvial,7.2,495.02,67.47,309.34
Karnataka,District_50,Alluvial,5.78,447.54,275.72,179.05
Karnataka,District_19,Black,6.76,478.16,255.91,184.44
Madhya Pradesh,District_39,Laterite,5.87,330.65,215.39,188.0
Tamil Nadu,District_7,Laterite,6.4,337.75,55.88,57.58
Madhya Pradesh,District_27,Laterite,6.6,135.11,264.33,234.6
Madhya Pradesh,District_17,Alluvial,7.98,361.19,231.16,160.34
Uttar Pradesh,District_34,Laterite,6.89,349.28,286.68,154.31
Karnataka,District_46,Red,6.32,109.93,257.02,204.01
Punjab,District_11,Alluvial,7.4,343.65,288.07,79.23
Uttar Pradesh,District_9,Red,7.54,194.51,164.5,117.9
Madhya Pradesh,District_39,Black,6.6,409.06,257.66,60.43
Madhya Pradesh,District_3,Laterite,6.62,409.61,183.19,188.85
Maharashtra,District_23,Red,8.03,380.37,291.21,67.36
Tamil Nadu,District_40,Red,6.97,289.13,58.47,277.46
Andhra Pradesh,District_50,Red,7.77,459.04,119.08,95.24
Uttar Pradesh,District_4,Alluvial,5.91,397.9,62.25,256.17
Tamil Nadu,District_45,Laterite,6.82,279.13,168.11,390.0
Karnataka,District_16,Red,5.96,463.55,242.15,277.99
Tamil Nadu,District_21,Laterite,5.6,296.39,198.96,118.4
Uttar Pradesh,District_25,Red,7.59,127.21,245.86,191.74
Tamil Nadu,District_5,Alluvial,6.22,260.67,180.28,62.8
Uttar Pradesh,District_1,Black,7.23,387.83,63.44,313.23
Telangana,District_46,Laterite,6.42,153.12,261.35,213.97
Uttar Pradesh,District_32,Laterite,8.12,311.06,179.59,199.8
Punjab,District_37,Red,7.78,431.85,230.34,100.16
Telangana,District_46,Laterite,6.56,115.71,123.61,100.18
Telangana,District_20,Red,6.43,226.18,299.23,399.06
Madhya Pradesh,District_11,Alluvial,6.06,477.05,147.54,80.83
Tamil Nadu,District_33,Black,6.57,499.89,274.36,394.55
Karnataka,District_36,Red,6.91,345.58,94.5,390.01
Maharashtra,District_32,Laterite,7.74,298.89,220.59,216.57
Maharashtra,District_19,Black,8.38,283.38,170.79,52.04
Andhra Pradesh,District_39,Laterite,6.29,373.66,294.68,282.7
Madhya Pradesh,District_44,Red,7.89,381.23,218.73,216.13
Maharashtra,District_45,Black,6.46,159.73,103.89,226.73
Karnataka,District_18,Red,6.71,141.55,138.68,314.29
Maharashtra,District_36,Laterite,7.14,139.05,179.86,68.32
Uttar Pradesh,District_42,Alluvial,6.86,139.07,267.79,376.49
Madhya Pradesh,District_24,Alluvial,6.43,358.34,176.63,318.9
Tamil Nadu,District_32,Alluvial,5.59,470.75,70.19,97.65
Uttar Pradesh,District_9,Laterite,7.9,478.11,85.27,72.41
Tamil Nadu,District_24,Laterite,6.95,330.21,164.03,315.65
Madhya Pradesh,District_15,Alluvial,6.06,408.06,83.1,254.58
Telangana,District_47,Black,7.37,176.6,154.27,158.92
Madhya Pradesh,District_46,Black,7.82,444.86,126.34,126.62
Madhya Pradesh,District_45,Laterite,7.56,159.38,56.59,134.49
Andhra Pradesh,District_22,Black,7.18,135.16,293.87,230.57
Maharashtra,District_34,Black,6.07,227.12,238.73,279.15
Tamil Nadu,District_10,Alluvial,6.29,343.77,201.13,93.85
Punjab,District_2,Red,5.8,103.67,123.2,261.61
Uttar Pradesh,District_42,Black,6.17,453.75,89.59,221.78
Maharashtra,District_39,Red,6.06,169.02,149.53,399.12
Telangana,District_42,Alluvial,8.25,290.44,53.07,369.96
Andhra Pradesh,District_7,Black,5.83,233.22,186.08,196.42
Telangana,District_1,Black,8.33,277.75,50.86,152.78
Maharashtra,District_9,Black,5.93,311.43,123.68,267.0
Punjab,District_42,Red,7.24,229.21,91.94,281.87
Maharashtra,District_26,Alluvial,6.07,415.43,271.28,179.62
Uttar Pradesh,District_15,Red,7.47,317.84,265.53,230.83
Telangana,District_45,Laterite,7.99,469.26,244.6,260.12
Punjab,District_22,Alluvial,5.78,147.69,231.26,236.49
Karnataka,District_23,Red,8.35,229.64,246.48,204.22
Telangana,District_3,Laterite,5.96,336.52,77.67,335.2
Tamil Nadu,District_46,Black,6.88,384.29,236.04,111.99
Uttar Pradesh,District_11,Black,8.31,382.2,262.21,298.09
Karnataka,District_22,Black,8.14,319.29,113.87,351.15
Karnataka,District_40,Black,5.82,295.62,199.17,320.74
Madhya Pradesh,District_14,Alluvial,7.36,248.52,189.54,287.91
Maharashtra,District_45,Red,7.89,467.92,110.6,148.61
Uttar Pradesh,District_16,Alluvial,7.74,382.5,59.85,82.82
Punjab,District_34,Red,6.24,337.91,275.4,275.57
Uttar Pradesh,District_5,Alluvial,6.53,465.62,192.38,222.64
Telangana,District_8,Black,6.25,401.28,163.58,125.5
Telangana,District_2,Black,7.46,430.67,266.14,123.39
Tamil Nadu,District_11,Black,6.98,475.27,229.78,157.49
Maharashtra,District_41,Red,8.29,335.99,93.61,297.95
Tamil Nadu,District_45,Laterite,6.4,150.9,174.31,349.98
Karnataka,District_41,Alluvial,7.77,392.11,210.23,226.43
Punjab,District_41,Alluvial,5.82,491.82,226.95,302.21
Maharashtra,District_49,Black,6.47,339.25,201.96,137.7
Uttar Pradesh,District_48,Black,7.01,452.11,169.93,191.51
Maharashtra,District_23,Laterite,6.22,261.29,51.34,317.17
Maharashtra,District_1,Red,7.82,114.99,137.6,234.58
Telangana,District_10,Alluvial,7.74,398.99,198.15,188.1
Uttar Pradesh,District_6,Red,8.08,116.84,164.44,296.69
Maharashtra,District_3,Laterite,7.18,479.53,54.09,256.39
Uttar Pradesh,District_19,Black,6.83,312.83,56.34,320.74
Tamil Nadu,District_29,Red,5.9,476.48,286.53,311.85
Uttar Pradesh,District_15,Alluvial,7.76,187.82,107.61,182.21
Tamil Nadu,District_23,Laterite,7.25,418.4,239.28,50.52
Tamil Nadu,District_49,Red,5.59,237.87,203.73,378.24
Karnataka,District_8,Red,5.94,192.5,230.35,236.95
Karnataka,District_25,Laterite,6.19,116.26,56.95,397.0
Uttar Pradesh,District_24,Red,7.83,150.24,93.33,78.82
Madhya Pradesh,District_38,Red,8.35,258.21,207.57,314.7
Karnataka,District_12,Red,8.02,275.83,72.42,238.34
Punjab,District_1,Black,7.78,271.53,241.22,64.99
Telangana,District_4,Laterite,6.48,189.7,295.35,182.81
Uttar Pradesh,District_39,Laterite,6.76,420.18,177.55,398.16
Punjab,District_30,Alluvial,8.07,372.18,145.24,352.66
Madhya Pradesh,District_34,Laterite,7.01,128.5,65.44,388.9
Uttar Pradesh,District_43,Black,8.01,268.52,101.13,112.45
Maharashtra,District_41,Black,7.34,263.07,297.69,353.08
Uttar Pradesh,District_33,Red,6.88,452.65,107.64,303.45
Telangana,District_44,Alluvial,6.61,398.16,72.27,218.77
Karnataka,District_30,Alluvial,5.53,479.25,279.89,284.63
Telangana,District_40,Laterite,8.47,334.13,203.38,286.84
Uttar Pradesh,District_13,Black,8.13,378.66,71.52,84.78
Uttar Pradesh,District_30,Laterite,5.55,346.85,181.08,348.7
Punjab,District_19,Black,6.34,174.48,210.26,387.06
Madhya Pradesh,District_20,Alluvial,6.41,119.69,174.54,360.49
Maharashtra,District_38,Red,6.5,154.94,220.86,386.72
Tamil Nadu,District_4,Black,6.38,349.87,117.77,301.12
Tamil Nadu,District_23,Black,8.27,147.8,57.26,54.55
Madhya Pradesh,District_25,Laterite,7.57,230.52,289.8,71.02
Karnataka,District_11,Alluvial,7.29,185.52,214.66,367.3
Telangana,District_31,Laterite,6.8,345.7,92.78,183.76
Tamil Nadu,District_12,Red,7.58,340.3,53.02,207.3
Telangana,District_41,Laterite,7.36,247.54,104.76,348.9
Tamil Nadu,District_34,Red,6.03,160.19,156.02,301.82
Telangana,District_30,Red,6.4,453.99,292.85,279.75
Tamil Nadu,District_44,Red,8.4,246.08,230.36,182.41
Telangana,District_16,Red,8.46,254.86,121.18,384.49
Madhya Pradesh,District_32,Laterite,5.63,199.53,257.99,352.73
Andhra Pradesh,District_48,Alluvial,6.42,385.2,223.71,222.56
Maharashtra,District_36,Black,8.46,133.52,179.01,258.41
Telangana,District_18,Laterite,5.55,379.99,66.9,246.92
Uttar Pradesh,District_8,Black,8.36,433.46,199.33,214.53
Punjab,District_31,Red,7.55,140.14,80.02,89.96
Madhya Pradesh,District_36,Alluvial,7.38,431.2,261.03,391.14
Telangana,District_13,Black,7.97,128.65,90.98,286.39
Punjab,District_18,Alluvial,8.49,495.66,117.5,318.38
Uttar Pradesh,District_35,Laterite,6.58,299.08,130.26,105.66
Punjab,District_27,Red,8.15,356.62,243.31,62.09
Karnataka,District_6,Laterite,6.99,183.11,159.6,300.28
Telangana,District_10,Red,7.69,268.44,263.21,399.5
Madhya Pradesh,District_37,Black,7.97,397.5,140.72,300.77
Madhya Pradesh,District_47,Red,6.35,154.83,114.66,263.99
Telangana,District_44,Laterite,6.04,338.13,273.68,77.71
Karnataka,District_7,Red,5.52,342.43,256.35,158.96
Andhra Pradesh,District_16,Laterite,6.44,492.39,229.32,56.25
Uttar Pradesh,District_2,Alluvial,6.57,484.33,89.47,190.83
Telangana,District_43,Laterite,6.7,416.76,108.76,174.37
Uttar Pradesh,District_42,Black,8.19,466.69,287.59,171.15
Karnataka,District_47,Laterite,5.97,408.51,145.0,68.79
Maharashtra,District_25,Laterite,7.85,186.81,216.1,280.4
Tamil Nadu,District_26,Red,5.76,106.78,127.88,371.03
Maharashtra,District_26,Laterite,6.31,439.43,139.88,150.79
Andhra Pradesh,District_18,Alluvial,6.38,219.12,128.69,82.0
Maharashtra,District_38,Black,6.28,458.55,124.42,356.64
Tamil Nadu,District_20,Laterite,8.43,235.79,289.88,364.0
Andhra Pradesh,District_28,Laterite,8.0,458.58,267.77,263.23
Maharashtra,District_3,Red,5.96,426.21,234.58,176.11
Maharashtra,District_36,Black,8.34,117.62,191.0,233.51
Telangana,District_40,Red,6.61,228.82,282.06,315.31
Andhra Pradesh,District_1,Red,7.23,156.54,245.97,139.58
Maharashtra,District_10,Red,5.7,381.26,264.83,317.15
Punjab,District_44,Alluvial,7.56,172.93,237.62,155.54
Uttar Pradesh,District_31,Alluvial,5.55,322.67,278.56,190.97
Madhya Pradesh,District_20,Alluvial,7.38,148.19,198.83,142.3
Tamil Nadu,District_8,Red,7.27,334.2,193.29,131.07
Punjab,District_48,Laterite,7.39,340.25,184.31,359.42
Maharashtra,District_7,Laterite,5.68,327.66,244.85,179.65
Telangana,District_35,Red,8.41,472.29,72.42,131.69
Uttar Pradesh,District_43,Black,7.15,106.27,252.16,104.67
Uttar Pradesh,District_40,Laterite,7.6,288.74,136.93,362.91
Tamil Nadu,District_20,Alluvial,7.06,100.07,266.15,348.2
Madhya Pradesh,District_3,Red,7.78,113.61,174.37,325.62
Karnataka,District_11,Black,6.08,365.22,181.86,124.97
Telangana,District_12,Laterite,7.48,449.53,252.24,291.96
Uttar Pradesh,District_42,Alluvial,7.4,427.21,175.52,209.91
Maharashtra,District_42,Laterite,7.49,244.36,132.23,173.11
Punjab,District_46,Red,7.47,252.13,70.54,361.95
Telangana,District_12,Alluvial,5.6,250.93,284.43,323.88
Telangana,District_42,Black,7.33,256.02,233.79,303.26
Punjab,District_8,Red,8.04,244.29,206.02,66.29
Tamil Nadu,District_45,Laterite,7.22,191.43,236.48,206.19
Andhra Pradesh,District_22,Laterite,8.28,452.94,231.14,71.48
Karnataka,District_20,Black,5.6,403.01,68.54,324.98
Karnataka,District_15,Black,6.95,208.93,78.21,90.76
Andhra Pradesh,District_49,Red,6.47,309.47,189.19,76.26
Telangana,District_31,Black,6.23,167.01,235.04,312.14
Karnataka,District_46,Red,6.48,369.33,125.2,361.89
Tamil Nadu,District_30,Black,5.62,176.79,281.44,58.42
Maharashtra,District_40,Black,5.76,420.8,93.38,197.25
Tamil Nadu,District_31,Black,7.62,406.85,246.2,260.77
Uttar Pradesh,District_20,Black,5.74,423.73,85.67,205.75
Madhya Pradesh,District_2,Laterite,8.19,342.34,106.77,316.09
Uttar Pradesh,District_6,Red,7.55,125.62,155.24,51.97
Tamil Nadu,District_14,Laterite,7.43,255.25,171.48,270.88
Maharashtra,District_26,Laterite,7.26,142.71,120.44,216.57
Maharashtra,District_33,Red,8.24,266.35,98.34,353.29
Tamil Nadu,District_23,Red,6.57,456.55,292.26,78.11
Karnataka,District_25,Black,6.24,232.93,267.69,106.3
Karnataka,District_38,Laterite,7.49,265.74,201.23,90.67
Madhya Pradesh,District_37,Black,6.96,402.32,239.58,154.4
Uttar Pradesh,District_28,Alluvial,8.21,194.69,154.12,281.97
Tamil Nadu,District_35,Alluvial,5.69,431.17,230.77,100.16
Madhya Pradesh,District_7,Alluvial,7.42,488.51,118.25,174.68
Punjab,District_2,Alluvial,8.04,484.56,89.6,243.71
Punjab,District_17,Red,6.2,115.74,233.37,113.29
Uttar Pradesh,District_27,Black,7.97,290.74,266.55,348.55
Uttar Pradesh,District_48,Alluvial,7.22,191.27,106.44,82.06
Maharashtra,District_2,Red,8.27,104.75,241.18,120.71
Tamil Nadu,District_12,Laterite,6.86,270.03,203.1,366.95
Madhya Pradesh,District_16,Black,6.29,373.31,280.6,282.23
Telangana,District_32,Red,7.73,110.2,293.41,280.84
Telangana,District_18,Alluvial,6.5,326.95,211.91,337.32
Telangana,District_16,Black,6.16,127.67,212.58,247.16
Telangana,District_5,Alluvial,7.64,354.09,254.27,343.71
Maharashtra,District_24,Black,7.98,296.03,285.28,366.17
Telangana,District_49,Alluvial,8.34,368.91,97.01,394.36
Telangana,District_11,Laterite,6.4,143.46,126.98,380.7
Uttar Pradesh,District_46,Laterite,6.91,372.23,141.3,298.65
Maharashtra,District_42,Black,6.05,200.86,71.19,101.18
Andhra Pradesh,District_24,Laterite,8.32,101.02,109.56,284.85
Karnataka,District_14,Alluvial,7.97,452.83,114.87,100.05
Karnataka,District_44,Laterite,7.2,248.31,232.61,146.95
Uttar Pradesh,District_36,Alluvial,8.25,467.98,118.48,67.97
Telangana,District_1,Laterite,7.96,309.44,169.04,194.96
Telangana,District_26,Black,5.59,157.91,294.45,313.53
Telangana,District_26,Alluvial,7.84,394.42,212.83,113.12
Andhra Pradesh,District_4,Red,5.87,485.78,125.22,117.83
Tamil Nadu,District_26,Black,6.49,379.13,210.3,277.3
Andhra Pradesh,District_4,Alluvial,5.86,453.63,109.89,145.63
Madhya Pradesh,District_32,Black,5.69,157.84,99.99,200.42
Maharashtra,District_16,Red,7.32,155.66,147.3,150.38
Karnataka,District_37,Laterite,8.36,119.31,86.17,196.38
Telangana,District_16,Red,5.72,282.96,150.97,164.2
Karnataka,District_40,Laterite,7.75,196.32,265.13,376.41
Andhra Pradesh,District_20,Laterite,6.34,422.46,164.49,200.54
Telangana,District_17,Red,5.77,155.71,95.95,381.71
Karnataka,District_49,Red,8.27,493.91,117.17,203.38
Tamil Nadu,District_20,Red,5.66,361.94,158.18,116.6
Madhya Pradesh,District_32,Red,5.82,223.28,177.27,379.94
Madhya Pradesh,District_48,Alluvial,6.18,483.47,216.95,160.34
Uttar Pradesh,District_42,Red,8.29,400.32,264.28,203.36
Maharashtra,District_11,Black,6.41,135.29,102.9,131.57
Telangana,District_29,Laterite,5.59,457.9,242.17,300.48
Telangana,District_27,Laterite,6.06,357.42,214.16,355.6
Tamil Nadu,District_21,Black,6.84,185.73,146.49,82.75
Punjab,District_39,Red,8.15,107.94,93.34,141.82
Madhya Pradesh,District_29,Laterite,6.28,420.11,238.89,379.02
Telangana,District_37,Alluvial,7.03,286.1,105.98,226.42
Karnataka,District_32,Alluvial,6.41,147.31,173.07,372.5
Telangana,District_41,Laterite,7.22,337.14,157.23,276.69
Punjab,District_41,Laterite,5.77,421.91,228.79,353.44
Punjab,District_12,Laterite,7.0,361.56,199.91,290.32
Telangana,District_24,Black,5.71,431.65,112.2,81.07
Uttar Pradesh,District_26,Alluvial,8.44,360.21,237.39,303.53
Tamil Nadu,District_21,Red,8.25,499.91,220.76,188.08
Uttar Pradesh,District_31,Black,7.44,259.82,199.68,79.56
Punjab,District_7,Alluvial,8.26,169.09,63.64,339.74
Madhya Pradesh,District_45,Red,7.26,433.37,287.85,386.43
Telangana,District_33,Red,6.42,267.49,57.92,303.21
Telangana,District_17,Laterite,5.94,309.37,249.53,82.19
Telangana,District_40,Laterite,8.48,378.84,103.21,167.7
Tamil Nadu,District_18,Black,6.23,138.44,50.43,177.95
Tamil Nadu,District_1,Alluvial,8.1,166.06,58.76,356.98
Punjab,District_20,Red,6.8,184.18,66.78,258.53
Karnataka,District_21,Black,6.47,201.72,271.58,118.26
Tamil Nadu,District_47,Black,6.24,334.0,237.6,68.57
Uttar Pradesh,District_45,Black,8.09,414.23,174.18,211.15
Tamil Nadu,District_42,Black,8.02,392.62,277.34,247.4
Punjab,District_38,Red,8.12,154.07,186.02,311.44
Madhya Pradesh,District_32,Alluvial,7.7,268.0,132.01,318.03
Madhya Pradesh,District_22,Black,5.69,404.82,51.52,89.92
Telangana,District_25,Laterite,6.56,239.53,249.65,347.61
Karnataka,District_32,Red,7.94,202.3,291.62,118.72
Telangana,District_31,Red,8.42,133.79,87.79,232.24
Madhya Pradesh,District_35,Laterite,8.08,333.48,293.29,63.16
Karnataka,District_13,Laterite,7.51,194.5,107.56,82.37
Maharashtra,District_16,Red,7.97,251.79,192.82,268.34
Telangana,District_37,Laterite,6.6,278.72,96.74,270.46
Karnataka,District_41,Alluvial,7.51,219.2,119.29,221.81
Punjab,District_19,Alluvial,7.78,485.53,297.06,264.3
Maharashtra,District_47,Alluvial,7.01,426.83,151.42,309.88
Uttar Pradesh,District_41,Alluvial,6.28,159.82,131.07,303.82
Madhya Pradesh,District_15,Alluvial,8.28,144.29,200.88,305.09
Maharashtra,District_46,Laterite,7.9,276.83,63.57,137.39
Uttar Pradesh,District_49,Laterite,6.24,315.06,99.86,302.71
Andhra Pradesh,District_33,Black,5.86,173.09,285.97,315.01
Madhya Pradesh,District_1,Alluvial,7.72,340.33,266.79,214.89
Madhya Pradesh,District_13,Laterite,7.48,311.32,169.07,206.87
Andhra Pradesh,District_24,Black,7.28,271.1,238.94,54.67
Andhra Pradesh,District_23,Black,8.37,198.77,133.06,358.1
Maharashtra,District_38,Laterite,6.52,264.87,246.96,240.63
Uttar Pradesh,District_29,Red,5.87,475.97,196.93,238.37
Karnataka,District_16,Laterite,6.12,264.0,70.32,324.37
Uttar Pradesh,District_49,Black,7.67,402.32,196.22,229.68
Punjab,District_32,Laterite,8.23,106.76,152.93,202.85
Punjab,District_44,Black,7.56,159.31,148.7,60.6
Karnataka,District_37,Alluvial,5.94,198.69,206.55,284.14
Punjab,District_16,Alluvial,7.62,364.3,111.79,205.25
Tamil Nadu,District_43,Alluvial,6.45,314.97,213.13,379.38
Madhya Pradesh,District_39,Laterite,6.7,337.81,266.33,345.99
Telangana,District_46,Alluvial,7.43,275.83,256.81,76.12
Maharashtra,District_24,Alluvial,6.78,406.12,187.7,302.83
Tamil Nadu,District_40,Black,8.38,145.36,215.38,275.97
Maharashtra,District_21,Red,7.88,281.11,81.59,340.78
Andhra Pradesh,District_33,Laterite,7.13,390.62,135.76,392.4
Madhya Pradesh,District_27,Alluvial,6.8,259.76,82.48,215.83
Punjab,District_29,Laterite,6.49,244.99,252.24,314.37
Madhya Pradesh,District_33,Alluvial,6.49,292.63,226.81,343.63
Maharashtra,District_36,Laterite,7.43,110.75,129.93,268.45
Uttar Pradesh,District_38,Alluvial,8.0,404.14,258.3,106.94
Andhra Pradesh,District_50,Black,6.08,397.11,221.17,95.6
Andhra Pradesh,District_32,Black,8.28,434.5,156.42,300.29
Madhya Pradesh,District_46,Red,6.4,155.32,212.56,391.96
Punjab,District_28,Alluvial,7.62,417.59,214.85,150.36
Uttar Pradesh,District_49,Black,7.79,402.45,62.36,360.8
Karnataka,District_38,Alluvial,7.96,457.08,250.96,399.3
Madhya Pradesh,District_26,Black,6.67,143.74,227.05,152.45
Andhra Pradesh,District_48,Black,6.73,425.91,85.08,101.76
Madhya Pradesh,District_47,Alluvial,7.53,253.7,234.4,167.29
Tamil Nadu,District_47,Black,8.36,133.13,278.75,230.08
Telangana,District_6,Laterite,8.29,423.35,207.75,144.82
Uttar Pradesh,District_19,Laterite,7.74,409.72,290.49,387.48
Madhya Pradesh,District_15,Alluvial,6.08,348.23,150.14,99.11
Karnataka,District_17,Red,7.51,291.62,186.94,152.71
Karnataka,District_34,Laterite,7.96,210.96,268.27,153.05
Punjab,District_1,Alluvial,8.46,474.02,142.88,241.01
Karnataka,District_19,Alluvial,7.14,385.9,51.47,275.36
Telangana,District_3,Red,7.27,275.53,63.64,64.39
Uttar Pradesh,District_17,Red,8.45,256.74,223.81,380.69
Uttar Pradesh,District_39,Laterite,8.04,368.87,212.42,364.73
Punjab,District_46,Laterite,5.71,255.51,250.49,397.93
Maharashtra,District_14,Alluvial,8.39,190.44,73.79,195.97
Karnataka,District_11,Laterite,6.24,308.84,241.27,50.53
Andhra Pradesh,District_16,Laterite,8.06,399.29,243.55,284.16
Maharashtra,District_30,Laterite,6.67,479.42,251.88,95.44
Karnataka,District_39,Black,5.96,207.2,61.77,228.29
Madhya Pradesh,District_27,Alluvial,8.07,241.74,259.09,82.83
Uttar Pradesh,District_18,Red,5.57,144.82,269.1,258.72
Karnataka,District_23,Laterite,7.25,440.1,195.09,382.36
Tamil Nadu,District_49,Alluvial,6.2,357.47,290.48,217.6
Tamil Nadu,District_27,Red,6.03,421.75,178.74,76.6
Tamil Nadu,District_44,Black,7.14,127.15,253.51,56.75
Punjab,District_44,Alluvial,8.24,274.0,94.42,64.79
Karnataka,District_11,Laterite,8.39,427.24,147.35,87.41
Uttar Pradesh,District_13,Black,5.93,155.52,153.57,240.08
Karnataka,District_44,Red,7.76,324.0,138.93,91.6
Tamil Nadu,District_23,Alluvial,7.56,304.56,77.83,140.04
Andhra Pradesh,District_26,Red,6.7,100.29,150.55,156.38
Tamil Nadu,District_42,Red,5.79,224.34,287.71,64.3
Madhya Pradesh,District_34,Laterite,7.06,280.77,193.04,166.37
Karnataka,District_35,Laterite,7.85,444.69,290.67,114.91
Karnataka,District_43,Alluvial,5.52,324.63,224.32,85.89
Telangana,District_38,Laterite,6.63,195.95,152.55,377.53
Andhra Pradesh,District_20,Black,5.72,195.59,129.55,290.02
Maharashtra,District_24,Alluvial,5.67,448.21,74.71,138.63
Andhra Pradesh,District_32,Laterite,6.19,297.66,165.47,158.78
Tamil Nadu,District_26,Red,8.16,452.29,257.73,222.94
Punjab,District_2,Laterite,6.82,373.31,84.09,374.5
Tamil Nadu,District_13,Laterite,7.68,281.84,281.74,91.57
Andhra Pradesh,District_3,Laterite,8.37,471.17,222.84,284.3
Punjab,District_39,Alluvial,5.52,138.25,228.94,371.63
Telangana,District_36,Laterite,7.89,355.98,203.42,258.03
Madhya Pradesh,District_12,Red,5.87,494.05,107.5,346.23
Telangana,District_27,Alluvial,5.66,473.18,120.88,278.73
Maharashtra,District_14,Black,7.48,268.62,285.02,84.39
Tamil Nadu,District_10,Alluvial,7.64,191.01,185.22,231.51
Karnataka,District_41,Black,7.65,181.7,131.88,62.74
Maharashtra,District_38,Black,6.28,128.71,55.48,230.4
Andhra Pradesh,District_12,Alluvial,5.96,486.83,150.96,238.14
Telangana,District_40,Laterite,5.87,387.55,74.69,306.07
Madhya Pradesh,District_11,Red,6.32,254.85,101.18,63.09
Maharashtra,District_50,Black,6.74,310.59,228.32,177.87
Punjab,District_2,Black,8.2,292.15,65.83,309.26
Karnataka,District_31,Alluvial,8.41,221.81,52.03,202.49
Telangana,District_10,Laterite,5.6,242.48,191.67,351.65
Punjab,District_45,Black,5.56,368.57,202.64,284.39
Karnataka,District_6,Red,7.25,198.42,101.22,276.37
Karnataka,District_42,Black,6.89,100.66,289.67,176.26
Telangana,District_22,Laterite,7.02,476.9,252.38,125.01
Karnataka,District_47,Red,8.43,115.88,115.81,297.43
Maharashtra,District_19,Alluvial,7.67,305.7,292.61,135.75
Telangana,District_10,Laterite,5.96,341.23,145.35,358.05
Telangana,District_47,Alluvial,8.46,159.27,74.09,375.1
Telangana,District_27,Black,7.01,208.66,178.7,284.7
Tamil Nadu,District_28,Black,7.21,269.84,264.49,53.32
Tamil Nadu,District_10,Black,8.44,140.38,109.59,361.51
Uttar Pradesh,District_45,Alluvial,5.8,256.32,219.39,103.05
Madhya Pradesh,District_17,Alluvial,5.76,498.73,211.89,227.39
Telangana,District_15,Red,5.99,479.33,160.94,78.02
Madhya Pradesh,District_43,Red,6.15,258.94,167.51,288.33
Punjab,District_12,Black,7.05,453.13,180.4,212.88
Maharashtra,District_20,Alluvial,6.76,320.24,72.0,388.08
Karnataka,District_16,Black,7.42,492.71,118.96,171.95
