state,district,year,rainfall_mm,avg_temperature_celsius,humidity
Andhra Pradesh,District_49,2024,917.81,32.1,76.43
Telangana,District_14,2018,1431.37,30.24,55.1
Madhya Pradesh,District_3,2017,843.33,29.73,46.21
Tamil Nadu,District_1,2010,1093.3,35.02,45.65
Andhra Pradesh,District_31,2012,442.42,24.45,65.29
Maharashtra,District_45,2013,1597.5,26.56,59.16
Telangana,District_50,2012,1423.74,19.71,51.62
Madhya Pradesh,District_10,2018,890.72,30.45,59.56
Maharashtra,District_31,2015,1192.24,39.14,60.59
Tamil Nadu,District_17,2012,1782.78,24.24,67.68
Punjab,District_39,2017,375.54,38.44,42.9
Tamil Nadu,District_40,2018,1881.37,34.04,85.4
Andhra Pradesh,District_48,2019,1100.36,23.15,58.61
Maharashtra,District_16,2013,1761.41,32.58,70.77
Karnataka,District_27,2022,1764.52,26.06,55.32
Punjab,District_16,2014,399.81,20.69,78.08
Uttar Pradesh,District_41,2012,1628.71,20.04,62.93
Karnataka,District_45,2023,1545.87,18.38,56.09
Maharashtra,District_4,2014,373.43,35.55,88.19
Madhya Pradesh,District_42,2011,1898.91,37.47,83.26
Tamil Nadu,District_27,2011,1378.73,28.62,49.02
Punjab,District_9,2020,584.81,29.44,75.03
Telangana,District_25,2022,509.27,33.21,77.72
Punjab,District_24,2014,1255.35,33.42,41.73
Maharashtra,District_28,2024,400.02,25.13,88.05
Uttar Pradesh,District_18,2016,579.5,21.5,51.65
Madhya Pradesh,District_44,2010,1912.37,27.47,85.42
Uttar Pradesh,District_26,2012,1566.06,33.33,72.7
Andhra Pradesh,District_10,2010,1342.93,35.69,65.61
Karnataka,District_49,2017,654.99,19.96,79.29
Uttar Pradesh,District_44,2011,671.48,30.94,73.75
Punjab,District_34,2015,1057.91,19.19,77.01
Andhra Pradesh,District_46,2020,1581.89,36.15,82.9
Telangana,District_38,2015,306.68,32.67,63.56
Karnataka,District_11,2018,375.27,33.33,61.29
Karnataka,District_14,2015,1779.19,34.76,84.99
Uttar Pradesh,District_46,2019,1683.91,28.9,79.89
Karnataka,District_38,2015,1480.96,24.58,40.96
Madhya Pradesh,District_1,2022,1149.2,35.28,72.69
Punjab,District_17,2020,546.72,35.1,85.2
Madhya Pradesh,District_49,2010,473.8,20.97,74.18
Andhra Pradesh,District_17,2016,1839.14,37.86,67.67
Uttar Pradesh,District_10,2023,950.29,22.87,48.79
Madhya Pradesh,District_30,2023,1482.73,24.74,87.53
Tamil Nadu,District_42,2021,1075.54,22.75,71.32
Uttar Pradesh,District_46,2015,1542.58,39.24,45.05
Andhra Pradesh,District_33,2022,628.63,24.59,86.38
Tamil Nadu,District_2,2023,1123.77,39.37,65.83
Madhya Pradesh,District_50,2017,940.67,32.03,47.86
Punjab,District_20,2010,716.59,21.88,51.33
Maharashtra,District_32,2017,1316.11,30.18,88.39
Madhya Pradesh,District_3,2017,1212.85,37.41,61.83
Karnataka,District_36,2010,1142.68,30.36,60.98
Uttar Pradesh,District_5,2020,1304.87,20.92,64.31
Uttar Pradesh,District_20,2016,542.3,24.31,75.03
Madhya Pradesh,District_3,2016,929.93,22.95,58.25
Andhra Pradesh,District_3,2016,851.95,20.77,61.05
Telangana,District_36,2021,1607.6,25.2,77.31
Telangana,District_6,2022,360.73,32.54,63.06
Uttar Pradesh,District_39,2022,779.28,26.42,75.68
Uttar Pradesh,District_36,2024,1861.1,27.76,88.11
Tamil Nadu,District_24,2024,810.6,25.05,88.13
Tamil Nadu,District_47,2012,558.23,39.88,62.35
Karnataka,District_38,2012,1587.49,30.9,51.71
Tamil Nadu,District_37,2020,381.34,36.35,52.56
Telangana,District_8,2017,1024.74,27.71,80.96
Andhra Pradesh,District_38,2017,1754.11,21.71,43.99
Andhra Pradesh,District_49,2017,1921.96,36.63,42.02
Tamil Nadu,District_16,2021,723.33,34.8,74.07
Uttar Pradesh,District_43,2024,803.54,25.26,85.51
Tamil Nadu,District_1,2012,1264.33,31.34,51.54
Uttar Pradesh,District_14,2013,685.14,20.06,42.73
Punjab,District_45,2021,556.26,18.58,84.76
Telangana,District_10,2011,1024.17,35.95,57.71
Maharashtra,District_10,2020,422.82,38.72,67.49
Uttar Pradesh,District_22,2012,1820.17,25.57,81.81
Andhra Pradesh,District_40,2014,868.13,31.15,52.5
Tamil Nadu,District_41,2012,871.68,33.78,70.06
Punjab,District_31,2013,1645.33,34.41,89.58
Punjab,District_4,2016,880.63,28.58,77.07
Punjab,District_43,2012,1593.54,31.49,59.87
Punjab,District_23,2010,608.11,32.46,78.4
Karnataka,District_41,2022,1199.28,20.27,41.09
Tamil Nadu,District_12,2023,1606.47,32.19,50.77
Tamil Nadu,District_45,2010,1064.83,29.24,77.23
Madhya Pradesh,District_8,2013,422.08,26.33,53.11
Punjab,District_45,2010,1552.73,23.76,46.31
Andhra Pradesh,District_24,2015,1139.9,32.03,54.67
Tamil Nadu,District_1,2013,837.91,21.67,48.57
Uttar Pradesh,District_26,2014,1987.75,35.84,61.03
Karnataka,District_22,2015,1789.32,21.78,46.23
Uttar Pradesh,District_43,2011,364.3,34.98,81.89
Madhya Pradesh,District_25,2010,1309.21,35.98,79.0
Karnataka,District_31,2022,902.77,38.67,55.35
Madhya Pradesh,District_34,2019,363.59,28.19,66.0
Punjab,District_37,2021,319.2,19.4,82.75
Karnataka,District_11,2021,1292.39,32.91,86.45
Telangana,District_4,2011,844.22,24.22,44.55
Karnataka,District_8,2023,1495.64,20.04,76.1
Punjab,District_44,2015,1072.52,36.83,46.77
Punjab,District_35,2022,1603.05,21.07,41.0
Punjab,District_25,2024,1682.21,29.14,43.95
Andhra Pradesh,District_31,2019,1417.3,35.35,68.79
Maharashtra,District_49,2018,1010.55,22.38,58.86
Uttar Pradesh,District_23,2017,1980.41,37.73,45.93
Uttar Pradesh,District_40,2019,821.37,25.29,63.72
Tamil Nadu,District_38,2020,1174.78,26.72,65.41
Tamil Nadu,District_4,2010,1184.69,20.89,79.37
Tamil Nadu,District_36,2014,1028.18,32.18,73.18
Karnataka,District_7,2016,506.41,28.9,63.3
Karnataka,District_10,2017,901.7,39.43,56.22
Karnataka,District_6,2016,665.82,33.36,40.1
Madhya Pradesh,District_31,2010,1829.76,34.7,81.6
Madhya Pradesh,District_4,2021,1414.14,22.38,53.35
Maharashtra,District_21,2013,789.28,33.68,50.66
Maharashtra,District_42,2013,1261.75,30.26,76.73
Maharashtra,District_20,2024,1750.45,26.88,43.58
Maharashtra,District_17,2018,1888.54,35.22,53.13
Maharashtra,District_6,2024,427.56,39.53,61.75
Tamil Nadu,District_11,2021,1637.74,20.09,62.08
Tamil Nadu,District_18,2015,1942.72,35.36,47.89
Madhya Pradesh,District_9,2015,1094.32,38.23,42.01
Maharashtra,District_12,2014,1992.41,24.93,63.53
Madhya Pradesh,District_31,2014,1927.03,25.99,57.87
Tamil Nadu,District_31,2018,1416.72,35.48,54.24
Madhya Pradesh,District_43,2011,1740.94,38.98,53.53
Maharashtra,District_50,2019,804.16,38.66,65.21
Maharashtra,District_34,2014,1859.69,19.22,41.08
Maharashtra,District_16,2024,1306.21,37.17,45.3
Tamil Nadu,District_41,2010,1166.43,30.9,56.26
Madhya Pradesh,District_48,2014,1720.62,27.26,63.99
Telangana,District_12,2013,1812.14,36.6,74.69
Telangana,District_49,2013,1492.12,35.61,54.66
Punjab,District_13,2022,342.56,29.21,73.35
Punjab,District_36,2013,1315.25,27.04,59.36
Telangana,District_13,2012,1696.82,28.39,78.74
Andhra Pradesh,District_44,2015,1226.96,25.0,64.03
Uttar Pradesh,District_2,2012,1889.26,32.97,67.07
Telangana,District_49,2015,1825.44,37.62,61.75
Telangana,District_15,2015,1200.45,23.51,46.64
Telangana,District_13,2020,986.51,36.16,48.56
Karnataka,District_34,2019,393.63,25.94,60.02
Maharashtra,District_26,2024,1375.42,20.9,44.94
Punjab,District_6,2011,752.14,18.89,47.01
Tamil Nadu,District_21,2018,1436.37,28.55,71.19
Uttar Pradesh,District_44,2019,1657.89,30.5,71.66
Uttar Pradesh,District_33,2024,994.78,18.13,46.37
Uttar Pradesh,District_15,2017,326.49,32.36,82.69
Karnataka,District_35,2023,1770.93,29.41,82.84
Maharashtra,District_28,2022,1233.31,39.94,58.99
Telangana,District_42,2016,835.15,20.3,64.9
Telangana,District_6,2018,1377.45,33.51,80.08
Karnataka,District_37,2017,1446.47,22.77,78.14
Tamil Nadu,District_40,2018,550.69,22.54,58.14
Karnataka,District_6,2017,1398.88,18.41,55.85
Karnataka,District_11,2022,787.37,18.14,73.22
Punjab,District_14,2012,1666.16,22.11,58.18
Maharashtra,District_21,2019,1900.57,21.86,74.47
Madhya Pradesh,District_20,2010,474.53,18.01,46.48
Andhra Pradesh,District_5,2020,1859.51,33.78,73.6
Punjab,District_45,2015,1835.86,29.08,79.26
Uttar Pradesh,District_9,2021,882.94,26.72,85.23
Tamil Nadu,District_30,2023,349.02,20.28,62.81
Madhya Pradesh,District_42,2012,1427.48,25.35,68.02
Tamil Nadu,District_43,2012,886.01,28.35,54.45
Madhya Pradesh,District_38,2015,625.8,39.96,47.52
Karnataka,District_27,2019,484.56,29.23,48.66
Karnataka,District_5,2021,633.24,18.43,82.23
Madhya Pradesh,District_5,2018,703.69,22.57,67.07
Madhya Pradesh,District_48,2023,1652.9,25.8,58.82
Telangana,District_40,2014,1632.49,28.03,83.2
Karnataka,District_15,2010,1140.5,32.83,45.69
Maharashtra,District_47,2019,1240.65,30.99,69.71
Madhya Pradesh,District_9,2016,1860.29,29.2,79.54
Telangana,District_47,2023,1843.67,36.43,46.25
Andhra Pradesh,District_25,2018,1708.75,22.32,46.03
Maharashtra,District_8,2019,936.27,19.71,41.67
Tamil Nadu,District_14,2011,923.14,36.44,87.1
Tamil Nadu,District_39,2024,1809.4,28.17,74.61
Maharashtra,District_32,2018,1875.07,30.17,43.57
Punjab,District_31,2014,1657.37,36.42,73.56
Karnataka,District_23,2022,1587.13,38.81,55.18
Karnataka,District_44,2010,1248.88,30.14,45.47
Karnataka,District_1,2024,875.17,35.87,89.61
Tamil Nadu,District_47,2013,709.08,29.99,48.99
Maharashtra,District_31,2017,538.58,18.73,79.93
Madhya Pradesh,District_7,2012,1537.94,39.03,84.07
Karnataka,District_15,2014,1620.86,35.99,66.52
Punjab,District_42,2011,909.7,34.58,88.8
Telangana,District_6,2014,310.27,27.72,45.99
Tamil Nadu,District_16,2023,1895.61,38.74,88.04
Uttar Pradesh,District_14,2021,1043.05,28.78,43.53
Punjab,District_44,2018,1956.8,33.86,63.87
Maharashtra,District_17,2021,1451.51,20.21,82.75
Punjab,District_10,2012,510.82,22.81,67.66
Maharashtra,District_29,2016,855.82,27.33,69.17
Maharashtra,District_42,2022,1416.99,30.79,48.05
Maharashtra,District_8,2015,1403.73,35.72,89.22
Andhra Pradesh,District_11,2011,694.38,23.3,51.56
Telangana,District_18,2023,600.66,35.04,82.95
Punjab,District_45,2016,770.54,37.58,87.83
Madhya Pradesh,District_20,2019,1637.72,36.01,54.04
Madhya Pradesh,District_16,2013,711.18,31.69,76.53
Andhra Pradesh,District_27,2023,1493.03,35.82,44.02
Punjab,District_23,2015,1779.0,37.31,77.07
Karnataka,District_14,2016,965.76,30.21,64.22
Punjab,District_12,2018,311.89,35.82,45.9
Madhya Pradesh,District_45,2016,541.33,27.26,84.73
Andhra Pradesh,District_27,2012,830.22,29.49,73.94
Madhya Pradesh,District_13,2018,622.92,19.16,48.43
Andhra Pradesh,District_16,2022,792.17,37.44,66.64
Tamil Nadu,District_33,2015,1224.87,21.09,56.29
Maharashtra,District_24,2013,335.84,24.08,75.53
Andhra Pradesh,District_12,2021,409.28,24.98,71.37
Maharashtra,District_9,2019,1754.76,20.55,49.48
Telangana,District_13,2014,1187.94,38.28,52.11
Andhra Pradesh,District_45,2019,1890.4,39.34,75.23
Tamil Nadu,District_8,2010,305.57,37.03,73.76
Tamil Nadu,District_50,2021,300.26,25.62,55.61
Karnataka,District_18,2013,1557.31,19.22,63.91
Andhra Pradesh,District_27,2023,1109.63,22.02,63.36
Telangana,District_41,2012,1853.46,34.99,46.22
Maharashtra,District_33,2015,1637.19,24.29,71.05
Punjab,District_7,2018,1156.74,37.64,53.22
Uttar Pradesh,District_13,2022,1113.49,36.37,62.99
Punjab,District_15,2012,1679.01,23.21,43.59
Madhya Pradesh,District_34,2023,1666.3,33.26,70.7
Punjab,District_40,2021,770.81,27.73,81.98
Punjab,District_20,2014,1446.88,22.73,68.48
Andhra Pradesh,District_37,2011,1393.44,30.98,69.84
Karnataka,District_41,2018,1755.34,36.42,73.67
Madhya Pradesh,District_17,2017,1776.59,38.39,49.82
Tamil Nadu,District_29,2019,756.08,19.29,43.44
Uttar Pradesh,District_21,2013,1795.56,27.21,82.7
Punjab,District_14,2020,1871.77,31.3,82.33
Andhra Pradesh,District_29,2017,486.38,25.44,67.23
Karnataka,District_41,2019,1275.37,24.99,49.85
Telangana,District_47,2013,1041.99,34.98,80.86
Punjab,District_22,2011,983.37,35.22,51.01
Uttar Pradesh,District_33,2018,1498.21,34.04,83.05
Maharashtra,District_13,2011,520.27,37.77,61.19
Telangana,District_42,2010,1693.91,28.88,42.87
Telangana,District_31,2010,345.22,35.33,80.84
Punjab,District_12,2023,1283.11,18.25,68.03
Maharashtra,District_32,2022,683.11,39.72,55.92
Uttar Pradesh,District_46,2012,1434.7,38.22,62.65
Andhra Pradesh,District_6,2019,1193.23,36.51,84.31
Maharashtra,District_11,2016,1999.58,30.93,50.16
Karnataka,District_23,2015,1765.95,29.97,45.19
Madhya Pradesh,District_7,2021,872.28,21.3,79.24
Telangana,District_20,2022,1198.42,19.19,71.08
Punjab,District_4,2024,840.28,23.63,83.5
Maharashtra,District_21,2012,1538.95,21.32,55.67
Madhya Pradesh,District_44,2014,1018.1,30.34,68.06
Tamil Nadu,District_30,2019,496.24,25.32,42.12
Maharashtra,District_25,2015,1423.37,26.53,82.33
Maharashtra,District_31,2019,318.81,18.58,49.56
Karnataka,District_2,2011,805.39,30.07,45.73
Punjab,District_20,2012,1842.14,32.44,64.23
Telangana,District_46,2022,460.1,25.36,77.25
Karnataka,District_41,2013,1157.52,20.89,50.49
Karnataka,District_14,2017,1651.65,33.48,51.67
Tamil Nadu,District_38,2022,1837.65,20.84,55.78
Karnataka,District_23,2020,1251.73,35.97,80.55
Punjab,District_5,2010,560.41,30.01,77.37
Madhya Pradesh,District_19,2018,1899.46,23.22,53.49
Karnataka,District_50,2010,1573.74,37.77,52.76
Tamil Nadu,District_7,2021,972.64,21.12,85.32
Uttar Pradesh,District_21,2012,770.87,31.23,70.74
Andhra Pradesh,District_33,2012,381.12,31.59,51.25
Karnataka,District_20,2018,625.43,18.82,47.02
Maharashtra,District_9,2012,1622.05,31.41,43.31
Karnataka,District_31,2012,484.67,33.27,52.32
Uttar Pradesh,District_8,2024,520.0,38.02,76.0
Madhya Pradesh,District_11,2011,633.09,33.6,58.58
Telangana,District_7,2013,972.08,28.66,88.25
Maharashtra,District_21,2020,621.42,36.77,56.21
Maharashtra,District_49,2017,1837.32,25.78,47.51
Andhra Pradesh,District_28,2015,738.01,36.82,48.83
Telangana,District_15,2010,1863.13,36.57,64.42
Telangana,District_8,2014,1974.4,31.28,86.87
Telangana,District_12,2022,1583.17,25.58,85.01
Madhya Pradesh,District_5,2021,312.64,31.01,49.17
Karnataka,District_8,2020,708.03,37.93,77.72
Uttar Pradesh,District_37,2019,754.47,32.0,77.62
Karnataka,District_14,2020,1222.68,36.48,48.27
Madhya Pradesh,District_4,2017,569.27,25.58,54.91
Maharashtra,District_27,2010,431.27,24.43,43.8
Andhra Pradesh,District_15,2015,599.81,23.63,43.74
Karnataka,District_20,2020,856.5,28.81,62.11
Punjab,District_22,2016,383.66,27.5,64.2
Punjab,District_42,2022,632.12,36.79,41.64
Karnataka,District_49,2024,584.78,20.48,88.31
Madhya Pradesh,District_36,2024,1613.01,30.19,64.32
Uttar Pradesh,District_30,2014,588.28,26.87,79.39
Madhya Pradesh,District_33,2013,1645.62,38.63,71.75
Andhra Pradesh,District_28,2023,1163.91,35.34,70.97
Uttar Pradesh,District_38,2016,1588.35,27.53,55.16
Telangana,District_40,2018,1065.61,32.09,84.36
Maharashtra,District_4,2013,1831.79,34.4,54.99
Karnataka,District_14,2012,770.08,19.57,87.58
Madhya Pradesh,District_2,2023,1603.57,32.82,41.97
Andhra Pradesh,District_37,2019,577.81,21.07,45.73
Andhra Pradesh,District_47,2013,1800.5,22.16,76.33
Uttar Pradesh,District_19,2014,348.35,28.15,70.43
Telangana,District_14,2018,1077.64,39.55,75.85
Uttar Pradesh,District_7,2020,1016.14,38.95,72.08
Uttar Pradesh,District_9,2010,1360.44,37.85,66.36
Tamil Nadu,District_33,2018,1049.59,18.76,41.56
Uttar Pradesh,District_24,2018,1301.26,36.76,80.45
Tamil Nadu,District_42,2017,1764.9,35.08,65.51
Tamil Nadu,District_43,2024,541.45,28.97,45.29
Uttar Pradesh,District_21,2022,715.05,25.16,49.62
Tamil Nadu,District_44,2019,1664.79,34.62,73.1
Karnataka,District_1,2017,687.71,20.35,43.85
Madhya Pradesh,District_21,2017,1839.61,32.31,83.47
Uttar Pradesh,District_40,2013,1219.38,32.78,79.54
Punjab,District_24,2022,439.17,30.18,55.32
Punjab,District_38,2016,335.12,37.31,84.18
Madhya Pradesh,District_44,2024,1596.94,25.26,84.26
Andhra Pradesh,District_41,2023,1755.8,28.52,81.89
Punjab,District_4,2011,707.77,34.69,55.38
Punjab,District_6,2012,709.33,33.77,72.79
Maharashtra,District_3,2024,1921.97,30.37,62.57
Uttar Pradesh,District_34,2024,1415.52,23.99,66.94
Punjab,District_25,2017,584.94,24.47,60.48
Punjab,District_27,2013,1062.6,34.31,40.2
Madhya Pradesh,District_18,2024,1847.74,18.13,40.5
Uttar Pradesh,District_5,2019,1356.0,32.36,78.64
Uttar Pradesh,District_24,2020,992.7,23.46,87.32
Punjab,District_32,2015,556.76,32.81,51.48
Karnataka,District_21,2021,1534.2,22.11,67.22
Tamil Nadu,District_44,2024,769.82,26.28,55.3
Maharashtra,District_34,2023,1262.05,34.58,63.88
Maharashtra,District_29,2020,1320.24,34.61,45.91
Punjab,District_5,2017,1244.26,22.61,76.27
Punjab,District_50,2017,719.04,26.28,65.81
Tamil Nadu,District_28,2014,1504.07,29.06,55.44
Maharashtra,District_6,2020,1262.29,30.92,73.18
Karnataka,District_11,2023,986.26,34.33,65.56
Madhya Pradesh,District_39,2024,388.62,18.52,60.21
Telangana,District_48,2016,863.15,20.54,66.66
Karnataka,District_8,2010,899.16,21.47,87.68
Karnataka,District_35,2024,1644.98,22.19,43.46
Telangana,District_11,2014,1172.86,18.67,86.2
Tamil Nadu,District_20,2012,1884.6,38.25,46.32
Tamil Nadu,District_43,2022,1576.24,21.57,50.32
Uttar Pradesh,District_22,2013,1214.61,19.62,88.96
Telangana,District_41,2010,587.11,28.38,80.5
Punjab,District_12,2010,675.76,38.71,57.59
Uttar Pradesh,District_48,2012,572.13,39.22,60.24
Karnataka,District_5,2013,1052.85,32.88,54.96
Andhra Pradesh,District_34,2022,1528.29,21.92,51.26
Maharashtra,District_42,2012,1590.85,18.08,43.04
Maharashtra,District_34,2011,463.46,25.37,41.68
Maharashtra,District_30,2020,1143.05,20.76,65.08
Andhra Pradesh,District_23,2016,1118.45,34.61,66.51
Karnataka,District_36,2019,1046.11,39.32,78.08
Tamil Nadu,District_25,2018,812.07,19.84,44.76
Punjab,District_48,2024,1108.87,26.73,65.74
Telangana,District_6,2020,1178.23,37.85,86.22
Maharashtra,District_42,2012,1319.48,34.02,82.63
Punjab,District_29,2018,941.52,37.14,66.73
Andhra Pradesh,District_21,2017,1906.67,38.31,46.68
Punjab,District_7,2014,876.03,27.08,47.8
Telangana,District_37,2023,1821.59,33.26,63.87
Karnataka,District_45,2020,1662.13,33.61,70.87
Andhra Pradesh,District_41,2021,1090.96,31.88,88.93
Punjab,District_9,2015,1143.73,25.17,81.56
Andhra Pradesh,District_47,2010,1778.76,36.31,60.72
Telangana,District_36,2022,1137.63,34.92,57.51
Madhya Pradesh,District_1,2015,1454.95,27.79,40.67
Telangana,District_31,2018,1675.81,27.26,40.39
Maharashtra,District_20,2016,1843.4,18.24,63.72
Karnataka,District_28,2018,670.88,36.56,43.46
Telangana,District_46,2014,1958.12,24.25,47.82
Maharashtra,District_19,2023,1941.07,28.36,89.02
Punjab,District_1,2014,805.5,27.05,75.86
Maharashtra,District_29,2014,1343.34,32.92,62.61
Madhya Pradesh,District_10,2015,379.76,26.58,82.89
Telangana,District_36,2024,585.31,21.95,48.87
Andhra Pradesh,District_23,2023,1292.49,37.11,59.47
Punjab,District_18,2024,1405.18,22.04,54.74
Andhra Pradesh,District_29,2024,1208.83,18.63,89.77
Madhya Pradesh,District_28,2013,1498.03,22.32,85.06
Andhra Pradesh,District_44,2019,1647.91,28.01,66.3
Maharashtra,District_7,2023,586.38,27.31,61.2
Andhra Pradesh,District_31,2023,1421.35,35.52,89.91
Karnataka,District_38,2018,1256.42,22.29,50.32
Madhya Pradesh,District_41,2016,499.9,35.06,60.39
Andhra Pradesh,District_2,2024,688.63,20.12,75.59
Uttar Pradesh,District_15,2012,1013.44,28.42,75.19
Madhya Pradesh,District_22,2019,1768.39,37.04,68.71
Punjab,District_45,2016,668.94,27.08,87.59
Madhya Pradesh,District_11,2020,610.97,39.19,52.34
Punjab,District_19,2012,1525.62,31.88,68.43
Andhra Pradesh,District_6,2012,1958.85,34.65,80.52
Maharashtra,District_9,2013,1060.46,29.22,51.62
Punjab,District_44,2021,895.23,27.45,83.56
Uttar Pradesh,District_29,2011,731.7,19.86,71.96
Uttar Pradesh,District_43,2017,384.56,20.64,59.05
Tamil Nadu,District_3,2022,603.3,30.58,72.38
Madhya Pradesh,District_50,2021,458.81,31.5,86.4
Madhya Pradesh,District_45,2010,1139.97,39.66,89.41
Karnataka,District_13,2019,1962.94,36.87,54.07
Maharashtra,District_47,2010,1638.58,36.58,85.45
Karnataka,District_47,2020,1322.87,24.31,41.93
Karnataka,District_15,2010,1127.29,27.06,40.36
Andhra Pradesh,District_5,2013,1349.21,20.25,70.08
Karnataka,District_5,2010,939.25,30.79,64.08
Uttar Pradesh,District_2,2012,603.25,19.53,63.46
Andhra Pradesh,District_50,2016,1302.62,27.83,51.7
Karnataka,District_38,2012,1197.78,30.46,69.87
Punjab,District_50,2021,1905.71,23.02,40.85
Madhya Pradesh,District_30,2011,1404.72,35.06,61.69
Uttar Pradesh,District_28,2022,1614.83,32.85,58.35
Tamil Nadu,District_39,2023,457.59,21.25,49.65
Karnataka,District_32,2019,1593.59,39.64,65.54
Telangana,District_20,2024,1970.84,29.93,74.51
Madhya Pradesh,District_20,2022,1417.74,18.58,80.65
Andhra Pradesh,District_29,2015,1561.54,25.7,63.11
Tamil Nadu,District_35,2017,1965.19,39.54,51.99
Andhra Pradesh,District_32,2013,965.17,37.85,50.49
Tamil Nadu,District_17,2021,1701.1,21.33,68.96
Andhra Pradesh,District_8,2013,979.48,36.81,59.46
Uttar Pradesh,District_21,2020,1024.06,31.61,55.88
Telangana,District_23,2011,1419.01,18.48,66.15
Punjab,District_27,2014,735.91,34.66,67.82
Telangana,District_6,2024,1987.73,27.08,51.69
Uttar Pradesh,District_8,2019,859.69,26.72,58.92
Tamil Nadu,District_35,2022,508.84,26.42,75.39
Madhya Pradesh,District_5,2017,848.34,31.12,59.37
Maharashtra,District_33,2010,1755.14,33.71,62.21
Andhra Pradesh,District_1,2011,833.68,32.25,72.0
Maharashtra,District_24,2010,1339.3,23.32,49.54
Karnataka,District_32,2024,1890.04,33.55,83.34
Madhya Pradesh,District_33,2013,741.94,20.98,56.92
Telangana,District_38,2016,523.32,39.37,74.38
Uttar Pradesh,District_2,2020,464.64,28.42,54.86
Madhya Pradesh,District_44,2012,1048.63,20.01,72.41
Andhra Pradesh,District_17,2017,477.29,30.69,53.87
Telangana,District_10,2015,1071.47,30.69,77.4
Karnataka,District_37,2011,1766.62,18.85,45.24
Punjab,District_37,2018,1621.72,18.24,55.37
Tamil Nadu,District_2,2018,1288.89,39.91,68.38
Andhra Pradesh,District_12,2022,1745.72,26.58,71.66
Uttar Pradesh,District_37,2016,470.46,23.4,46.91
Andhra Pradesh,District_30,2019,1336.01,30.05,55.98
Andhra Pradesh,District_15,2017,496.59,18.18,45.09
Tamil Nadu,District_23,2019,1119.64,18.28,81.72
Telangana,District_18,2010,1087.89,20.48,89.18
Tamil Nadu,District_31,2023,750.76,35.66,54.19
Punjab,District_38,2015,1710.75,23.46,64.16
Madhya Pradesh,District_29,2018,687.99,29.08,65.33
Madhya Pradesh,District_14,2015,1238.22,22.92,48.22
Telangana,District_43,2012,1119.84,29.99,73.38
Punjab,District_40,2011,1033.81,29.19,65.84
Andhra Pradesh,District_23,2017,357.02,26.82,65.69
Tamil Nadu,District_25,2020,1484.45,27.53,42.93
Punjab,District_41,2013,321.57,32.37,44.0
Uttar Pradesh,District_38,2021,1694.93,36.53,88.21
Uttar Pradesh,District_28,2024,752.87,25.03,86.99
Uttar Pradesh,District_35,2010,504.01,29.71,40.91
Karnataka,District_30,2017,1008.97,36.79,67.02
Tamil Nadu,District_27,2022,1250.91,21.69,43.24
Telangana,District_8,2010,827.62,39.55,79.66
Madhya Pradesh,District_48,2011,507.03,34.51,42.46
Madhya Pradesh,District_19,2010,331.16,26.05,67.47
Andhra Pradesh,District_1,2017,1496.48,26.25,70.96
Telangana,District_45,2012,1806.94,22.52,44.8
Maharashtra,District_44,2018,470.89,23.89,69.72
Andhra Pradesh,District_20,2020,692.08,30.91,87.08
Madhya Pradesh,District_30,2021,334.39,18.08,44.87
Karnataka,District_29,2016,1804.61,18.51,74.23
Madhya Pradesh,District_8,2015,1056.06,39.7,53.56
Karnataka,District_14,2020,1872.83,23.18,53.68
Maharashtra,District_38,2015,1095.77,36.25,67.21
Telangana,District_3,2019,1765.71,31.47,86.39
Uttar Pradesh,District_3,2010,1917.99,27.81,51.54
Karnataka,District_14,2017,869.76,34.11,89.67
Telangana,District_21,2019,1389.21,19.1,44.57
Andhra Pradesh,District_35,2020,1432.91,34.63,87.01
Tamil Nadu,District_44,2012,336.39,36.85,40.89
Uttar Pradesh,District_44,2012,1044.99,24.17,48.11
Andhra Pradesh,District_49,2012,1754.06,24.64,88.82
Madhya Pradesh,District_43,2020,1908.68,20.27,53.31
Telangana,District_41,2018,1828.68,36.83,40.36
Punjab,District_27,2014,1953.93,35.77,84.25
Maharashtra,District_28,2011,1410.17,27.35,85.7
Punjab,District_28,2013,695.76,26.31,77.22
Andhra Pradesh,District_5,2016,1278.15,27.41,86.98
Uttar Pradesh,District_43,2021,1015.94,27.25,53.28
Karnataka,District_39,2024,739.71,27.45,72.27
Uttar Pradesh,District_10,2019,1613.74,21.21,77.12
Andhra Pradesh,District_9,2010,1369.64,18.3,88.68
Andhra Pradesh,District_20,2011,1643.18,34.77,84.91
Andhra Pradesh,District_29,2017,758.13,25.56,42.95
Maharashtra,District_47,2017,1836.6,28.8,56.95
Uttar Pradesh,District_29,2012,705.81,24.76,70.76
Telangana,District_28,2014,1323.27,26.4,82.77
Maharashtra,District_11,2017,396.72,19.65,53.98
Karnataka,District_21,2019,1219.64,26.15,40.4
Uttar Pradesh,District_35,2023,467.83,28.19,49.35
Telangana,District_23,2024,864.77,36.32,61.27
Madhya Pradesh,District_29,2024,1763.17,25.09,43.06
Karnataka,District_15,2018,1819.0,19.95,42.12
Uttar Pradesh,District_17,2020,1604.41,34.7,60.08
Telangana,District_24,2011,925.1,26.26,72.39
Telangana,District_35,2024,1283.83,38.14,75.53
Madhya Pradesh,District_20,2019,680.76,39.1,66.64
Madhya Pradesh,District_36,2017,1453.19,37.18,61.79
